point,area,type,months,total1,total2,monthly1,monthly2,total3
台灣積體電路製造股份有限公司職工福利委員會附設臺南市私立台積電幼兒園,善化區,私立,11,144900,24700,13173,2245,144900
嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,仁德區,私立,12,129000,72000,10750,6000,129000
國立成功大學員工子女非營利幼兒園(委託財團法人國立成功大學文教基金會辦理),東區,非營利,12,0,0,8900,0,106800
國立臺南生活美學館職場互助教保服務中心(委託財團法人彭婉如文教基金會辦理),中西區,私立,12,133392,9240,11116,770,133392
大臺南婦女會附設臺南市私立幼兒園,新營區,準公共化,12,104536,0,8711,0,104536
威爾森文教事業股份有限公司附設臺南市私立威爾森人文藝術幼兒園,東區,私立,12,151200,66000,12600,5500,151200
崑山國際學校財團法人臺南市崑山高級中等學校附設臺南市私立國際幼兒園,北區,準公共化,12,189600,42000,15800,3500,189600
社團法人台南市基督教青年會附設臺南市私立公園幼兒園,北區,私立,12,117600,36000,9800,3000,117600
社團法人台南市基督教青年會附設臺南市私立長榮幼兒園,東區,私立,12,120000,1800,10000,150,120000
社團法人台南市基督教青年會附設臺南市私立青年會幼兒園,中西區,私立,12,117000,36000,9750,3000,117000
社團法人台灣樂仁國際蒙特梭利推廣教育協會附設臺南市私立聖功幼兒園,北區,私立,12,164800,22800,13733,1900,164800
私立中華醫事科技大學附設臺南市幼兒園,仁德區,私立,12,108000,105600,9000,8800,108000
私立崑山科技大學附設臺南市幼兒園,永康區,私立,12,116400,27600,9700,2300,116400
臺南光華學校財團法人臺南市光華高級中學附屬臺南市私立光華幼兒園,東區,私立,10,99000,46800,9900,4680,99000
臺南市七股區後港國民小學附設幼兒園,七股區,公立,9.5,34187,200,3599,21,34187
臺南市七股區農會附設臺南市私立七農非營利幼兒園（臺南市政府核准申請辦理）,七股區,非營利,12,0,0,12206,0,146472
臺南市七農非營利幼兒園(臺南市七股區農會申請辦理),七股區,非營利,12,0,0,12206,0,146472
臺南市伯利恆佳里非營利幼兒園(委託財團法人臺南市私立天主教伯利恆社會福利基金會辦理),佳里區,非營利,12,0,0,8269,0,99228
臺南市北門區農會附設臺南市私立幼兒園,北門區,準公共化,12,99840,0,8320,0,99840
臺南市南化區瑞峰國民小學附設幼兒園,南化區,公立,9.5,34187,0,3599,0,34187
臺南市南新非營利幼兒園(委託財團法人天主教聖母無原罪方濟傳教修女會辦理),新營區,非營利,12,0,0,8424,0,101088
臺南市崑山土城非營利幼兒園(委託財團法人崑山科技大學設立之崑山科技大學辦理),安南區,非營利,12,0,0,9032,0,108384
臺南市慈母非營利幼兒園(財團法人臺南市私立天主教伯利恆社會福利基金會申請辦理),學甲區,非營利,12,0,0,9274,0,111288
臺南市政府員工子女非營利幼兒園(委託財團法人台南市基督教青年會社會福利慈善事業基金會辦理),安平區,非營利,12,0,0,9711,0,116532
臺南市新化區那拔國民小學附設幼兒園,新化區,公立,9.5,34187,0,3599,0,34187
臺南市新營區農會附設臺南市私立幼兒園,新營區,私立,12,105300,0,8775,0,105300
臺南市永仁非營利幼兒園,永康區,非營利,12,0,0,8710,0,104520
臺南市白河區仙草國民小學附設幼兒園,白河區,公立,9.5,33475,0,3524,0,33475
臺南市白河區仙草實驗小學附設幼兒園,白河區,公立,9.5,34187,0,3599,0,34187
臺南市直加弄非營利幼兒園(委託台南縣幼兒托育職業工會辦理),安定區,準公共化,12,0,0,7750,0,93000
臺南市私立上恩幼兒園,永康區,私立,12,134400,36000,11200,3000,134400
臺南市私立上華幼兒園,安南區,私立,12,236800,36000,19733,3000,236800
臺南市私立中美幼兒園,歸仁區,準公共化,12,101444,0,8454,0,101444
臺南市私立中華幼兒園,永康區,私立,12,59476,26400,4956,2200,59476
臺南市私立二王幼兒園,永康區,私立,12,96000,0,8000,0,96000
臺南市私立互動幼兒園,永康區,私立,12,124000,24000,10333,2000,124000
臺南市私立人上人幼兒園,東區,私立,12,291600,48000,24300,4000,291600
臺南市私立仁仁森林幼兒園,安南區,私立,12,162000,52800,13500,4400,162000
臺南市私立仁和幼兒園,東區,準公共化,12,160000,39600,13333,3300,160000
臺南市私立仁德聖兒幼兒園,仁德區,私立,12,138000,0,11500,0,138000
臺南市私立仁愛幼兒園,歸仁區,私立,12,120000,43200,10000,3600,120000
臺南市私立仁義幼兒園,仁德區,準公共化,12,60000,0,5000,0,60000
臺南市私立伊凡卡幼兒園,東區,準公共化,12,150000,22800,12500,1900,150000
臺南市私立佑佳幼兒園,安南區,準公共化,12,113072,9000,9423,750,113072
臺南市私立佑幼幼兒園,六甲區,準公共化,12,97992,0,8166,0,97992
臺南市私立何嘉仁幼兒園,永康區,私立,12,175010,26400,14584,2200,175010
臺南市私立佛光山慈航幼兒園,安南區,準公共化,12,132000,33000,11000,2750,132000
臺南市私立佳佳幼兒園,佳里區,準公共化,12,108000,36000,9000,3000,108000
臺南市私立佳安幼兒園,楠西區,準公共化,12,100800,0,8400,0,100800
臺南市私立佳恩幼兒園,中西區,準公共化,12,149000,52800,12417,4400,149000
臺南市私立佳祥幼兒園,佳里區,私立,12,76000,26400,6333,2200,76000
臺南市私立佳里劍橋幼兒園,佳里區,準公共化,12,134400,66000,11200,5500,134400
臺南市私立佳里崧安幼兒園,佳里區,準公共化,12,106500,0,8875,0,106500
臺南市私立佳音幼兒園,歸仁區,私立,12,72000,0,6000,0,72000
臺南市私立侑之苑幼兒園,永康區,私立,12,162000,24000,13500,2000,162000
臺南市私立倍幼安幼兒園,安定區,私立,12,110400,42240,9200,3520,110400
