point,area,type,months,total1,total2,monthly1,monthly2,total3
國立員林家商員工子女非營利幼兒園（委託有限責任國立員林高級家事商業職業學校員生消費合作社辦理）,員林市,非營利,12,0,0,8836,0,106032
國立員林高級家事商業職業學校員工子女非營利幼兒園,員林市,非營利,10,0,0,9550,0,95500
彰化基督教醫院職工福利委員會附設彰化縣私立彰基幼兒園,彰化市,私立,12,148600,0,12383,0,148600
彰化縣二林鎮立幼兒園,二林鎮,公立,11,43700,0,3973,0,43700
彰化縣二水鄉二水國民小學附設幼兒園,二水鄉,公立,9,30170,0,3352,0,30170
彰化縣二水鄉立幼兒園,二水鄉,公立,11,38400,6600,3491,600,38400
彰化縣伸仁非營利幼兒園（委託社團法人大中華社會企業創新策略發展協會辦理）,伸港鄉,非營利,12,0,0,9384,0,112608
彰化縣僑愛非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,花壇鄉,非營利,12,0,0,9250,0,111000
彰化縣北斗鎮立幼兒園,北斗鎮,公立,11,41600,8800,3782,800,41600
彰化縣員林市立幼兒園,員林市,公立,11,49000,7582,4455,689,49000
彰化縣員林市饒明國民小學附設幼兒園,員林市,公立,9,31880,200,3542,22,31880
彰化縣國聖非營利幼兒園（委託社團法人彰化縣全方位教育協會辦理）,彰化市,非營利,12,0,0,9384,0,112608
彰化縣埔心鄉立幼兒園,埔心鄉,公立,11,48600,0,4418,0,48600
彰化縣埤頭鄉立幼兒園,埤頭鄉,公立,11.5,44550,0,3874,0,44550
彰化縣大村鄉立幼兒園,大村鄉,公立,10,37800,3000,3780,300,37800
彰化縣大村鄉立幼兒園大村一分班,大村鄉,公立,10,37800,3000,3780,300,37800
彰化縣平和非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,彰化市,非營利,12,0,0,9032,0,108384
彰化縣彰化市立幼兒園,彰化市,公立,9,42000,0,4667,0,42000
彰化縣彰山宮文化慈善事業協會附設彰化縣私立彰山宮幼兒園,彰化市,準公共化,12,93600,9000,7800,750,93600
彰化縣溪州鄉溪州國民小學附設幼兒園,溪州鄉,公立,9,31880,0,3542,0,31880
彰化縣溪湖鎮立幼兒園,溪湖鎮,公立,11,43200,0,3927,0,43200
彰化縣溪湖鎮立幼兒園大庭分班,溪湖鎮,公立,11,43200,0,3927,0,43200
彰化縣溪湖鎮立幼兒園湳底分班,溪湖鎮,公立,11,43200,0,3927,0,43200
彰化縣溪湖鎮立幼兒園田中分班,溪湖鎮,公立,11,43200,0,3927,0,43200
彰化縣田尾鄉立幼兒園,田尾鄉,公立,11,45900,7700,4173,700,45900
彰化縣石牌非營利幼兒園（委託社團法人彰化縣中華幼兒教保職涯發展協會辦理）,彰化市,非營利,12,0,0,10892,0,130704
彰化縣社頭鄉立幼兒園,社頭鄉,公立,11,41300,0,3755,0,41300
彰化縣私立一勤幼兒園,員林市,準公共化,12,62400,9000,7000,750,84000
彰化縣私立一家人完全幼兒園,花壇鄉,準公共化,12,104556,9600,8713,800,104556
彰化縣私立三才幼兒園,彰化市,準公共化,12,129404,9600,10784,800,129404
彰化縣私立上鼎幼兒園,彰化市,私立,12,129800,9000,10817,750,129800
彰化縣私立九個果子幼兒園,員林市,私立,12,98000,0,8167,0,98000
彰化縣私立亮亮幼兒園,伸港鄉,準公共化,12,110808,0,9234,0,110808
彰化縣私立仁仁幼兒園,田尾鄉,準公共化,12,102960,9000,8580,750,102960
彰化縣私立伸港大同幼兒園,伸港鄉,準公共化,12,122280,9000,10190,750,122280
彰化縣私立佳新幼兒園,北斗鎮,準公共化,12,113952,0,9496,0,113952
彰化縣私立來來幼兒園,芬園鄉,私立,12,66000,0,5500,0,66000
彰化縣私立儒林幼兒園,二林鎮,準公共化,12,101430,9000,8453,750,101430
彰化縣私立優格林幼兒園,二林鎮,私立,12,72000,0,6000,0,72000
彰化縣私立先鋒幼兒園,彰化市,準公共化,12,110208,9600,9184,800,110208
彰化縣私立光華幼兒園,二林鎮,準公共化,12,99520,0,8293,0,99520
彰化縣私立劍橋幼兒園,秀水鄉,私立,12,118800,24000,9900,2000,118800
彰化縣私立劍聲幼兒園,彰化市,準公共化,12,140164,9000,11680,750,140164
彰化縣私立勁寶兒東興幼兒園,員林市,私立,12,150000,0,12500,0,150000
彰化縣私立勁寶兒海頓幼兒園,彰化市,私立,12,144000,0,12000,0,144000
彰化縣私立北斗育心幼兒園,北斗鎮,準公共化,12,111240,9600,9270,800,111240
彰化縣私立南興幼兒園,彰化市,準公共化,12,128856,9000,10738,750,128856
彰化縣私立博思特幼兒園,和美鎮,準公共化,12,137280,9000,11440,750,137280
彰化縣私立台大幼兒園,伸港鄉,私立,12,93600,0,7800,0,93600
彰化縣私立史丹福幼兒園,和美鎮,準公共化,12,120720,0,10060,0,120720
彰化縣私立同心幼兒園,員林市,準公共化,12,132000,0,11000,0,132000
彰化縣私立名人幼兒園,員林市,準公共化,12,112052,9000,9338,750,112052
彰化縣私立名威幼兒園,田尾鄉,私立,12,103600,0,8633,0,103600
彰化縣私立名晟幼兒園,溪湖鎮,準公共化,12,110456,9000,9205,750,110456
彰化縣私立向上心幼兒園,田中鎮,私立,12,108000,0,9000,0,108000
彰化縣私立和平幼兒園,彰化市,準公共化,12,113832,9600,9486,800,113832
彰化縣私立和德幼兒園,秀水鄉,私立,12,121000,0,10083,0,121000
彰化縣私立和欣幼兒園,埤頭鄉,準公共化,12,98808,9000,8234,750,98808
彰化縣私立和美保進幼兒園,和美鎮,準公共化,12,141840,9600,11820,800,141840
彰化縣私立哈佛幼兒園,秀水鄉,準公共化,12,116304,9000,9692,750,116304
彰化縣私立哈羅蒙特梭利幼兒園,花壇鄉,私立,12,162800,12000,13567,1000,162800
彰化縣私立員林保進幼兒園,員林市,準公共化,12,134400,9600,11200,800,134400
彰化縣私立員林諾貝爾幼兒園,員林市,私立,12,96000,0,8000,0,96000
彰化縣私立喜巧兒幼兒園,員林市,準公共化,12,139800,0,11650,0,139800
彰化縣私立喜悅兒幼兒園,彰化市,私立,12,108000,0,9000,0,108000
彰化縣私立喜悅兒曉陽幼兒園,彰化市,私立,12,108000,0,9000,0,108000
彰化縣私立喬森幼兒園,大村鄉,準公共化,12,104748,9000,8729,750,104748
彰化縣私立嘉人幼兒園,鹿港鎮,私立,12,206320,0,17193,0,206320
彰化縣私立嘉年華幼兒園,田尾鄉,準公共化,12,113748,9000,9479,750,113748
彰化縣私立嘉貝幼兒園,田中鎮,準公共化,12,112780,9000,9398,750,112780
彰化縣私立嘟嘟幼兒園,彰化市,私立,12,108000,0,9000,0,108000
彰化縣私立四季熊幼兒園,員林市,準公共化,12,140640,9600,11720,800,140640
彰化縣私立培根幼兒園,彰化市,私立,12,247000,48000,20583,4000,247000
彰化縣私立堉惠幼兒園,彰化市,準公共化,12,108480,0,9040,0,108480
彰化縣私立大員林合家歡幼兒園,員林市,私立,12,87000,0,7250,0,87000
彰化縣私立大村安麒兒幼兒園,大村鄉,準公共化,12,110264,4800,9189,400,110264
彰化縣私立大村鵝媽媽幼兒園,大村鄉,準公共化,12,106200,0,8850,0,106200
彰化縣私立大統幼兒園,埤頭鄉,準公共化,12,119172,9000,9931,750,119172
彰化縣私立大自然幼兒園,社頭鄉,私立,12,98000,0,8167,0,98000
彰化縣私立大衛營幼兒園,員林市,私立,12,157200,0,13100,0,157200
彰化縣私立天晴幼兒園,埔心鄉,準公共化,12,176400,9600,14700,800,176400
彰化縣私立天民幼兒園,溪湖鎮,私立,12,84000,0,7000,0,84000
彰化縣私立天真幼兒園,鹿港鎮,私立,12,203000,0,16917,0,203000
彰化縣私立威爾森幼兒園,彰化市,私立,12,144000,0,12000,0,144000
彰化縣私立安安幼兒園,鹿港鎮,私立,12,90208,0,7517,0,90208
彰化縣私立安安廣學幼兒園,鹿港鎮,私立,12,88958,0,7413,0,88958
彰化縣私立安祈兒幼兒園,福興鄉,準公共化,12,106684,9000,8890,750,106684
彰化縣私立安貝兒幼兒園,彰化市,私立,12,94400,0,7867,0,94400
彰化縣私立安迪生幼兒園,溪湖鎮,準公共化,12,96000,0,8727,0,104724
彰化縣私立富樂比幼兒園,伸港鄉,準公共化,12,102960,9000,8580,750,102960
彰化縣私立富蘭克林幼兒園,彰化市,私立,12,247000,48000,20583,4000,247000
彰化縣私立寶寶幼兒園,永靖鄉,私立,12,177600,60000,14800,5000,177600
彰化縣私立寶貝幼兒園,永靖鄉,準公共化,12,108660,9000,9055,750,108660
彰化縣私立寶貝樂幼兒園,和美鎮,私立,12,99600,0,8300,0,99600
彰化縣私立小博士幼兒園,和美鎮,準公共化,12,110204,9000,9184,750,110204
彰化縣私立小叮噹幼兒園,和美鎮,準公共化,12,128908,9000,10742,750,128908
彰化縣私立小天使幼兒園,鹿港鎮,準公共化,12,122184,9000,10182,750,122184
彰化縣私立小太陽幼兒園,和美鎮,準公共化,12,93600,9000,7800,750,93600
彰化縣私立小學儒品格幼兒園,社頭鄉,準公共化,12,128472,9000,10706,750,128472
彰化縣私立小牛津幼兒園,埔心鄉,準公共化,12,96008,9000,8001,750,96008
彰化縣私立小豆豆幼兒園,北斗鎮,準公共化,12,106644,9000,8887,750,106644
彰化縣私立山姆叔叔幼兒園,彰化市,準公共化,12,133764,9000,11147,750,133764
彰化縣私立巧冠幼兒園,埔鹽鄉,準公共化,12,114136,9000,9511,750,114136
彰化縣私立巧宜家幼兒園,和美鎮,準公共化,12,96000,9000,8000,750,96000
彰化縣私立幼安幼兒園,福興鄉,準公共化,12,147840,9000,12320,750,147840
彰化縣私立幼幼幼兒園,彰化市,準公共化,12,99600,9000,8300,750,99600
彰化縣私立幼幼皇家幼兒園,彰化市,準公共化,12,109200,6000,9100,500,109200
彰化縣私立幼愛幼兒園,伸港鄉,私立,12,62200,0,5183,0,62200
彰化縣私立幼祥幼兒園,彰化市,準公共化,12,134388,8400,11199,700,134388
彰化縣私立弘明幼兒園,員林市,私立,12,132000,0,11000,0,132000
彰化縣私立強森幼兒園,北斗鎮,準公共化,12,110676,9000,9223,750,110676
彰化縣私立強森永靖幼兒園,永靖鄉,準公共化,12,113184,12000,9432,1000,113184
彰化縣私立彩虹屋幼兒園,溪湖鎮,準公共化,12,124230,0,10353,0,124230
彰化縣私立彰化弘明幼兒園,和美鎮,私立,12,132000,0,11000,0,132000
彰化縣私立微笑幼兒園,員林市,私立,12,96000,0,8000,0,96000
彰化縣私立志安幼兒園,溪湖鎮,私立,12,102000,0,8500,0,102000
彰化縣私立快樂學校幼兒園,芳苑鄉,私立,12,64600,0,5383,0,64600
彰化縣私立快樂寶貝中正幼兒園,大村鄉,私立,12,108000,0,9000,0,108000
彰化縣私立快樂寶貝幼兒園,大村鄉,私立,12,108000,0,9000,0,108000
彰化縣私立惠泉幼兒園,員林市,私立,12,214000,48000,17833,4000,214000
彰化縣私立愛丁堡幼兒園,員林市,準公共化,12,133000,0,11083,0,133000
彰化縣私立愛兒幼兒園,秀水鄉,私立,12,111600,0,9300,0,111600
彰化縣私立愛婗幼兒園,員林市,準公共化,12,168096,9000,14008,750,168096
彰化縣私立愛笛兒幼兒園,田中鎮,準公共化,12,139056,9000,11588,750,139056
彰化縣私立愛米亞幼兒園,伸港鄉,私立,12,96000,0,8000,0,96000
彰化縣私立慈愛幼兒園,員林市,準公共化,12,111960,9600,9330,800,111960
彰化縣私立成功幼兒園,溪湖鎮,私立,12,186000,60000,15500,5000,186000
彰化縣私立探索中興幼兒園,彰化市,準公共化,12,152640,0,12720,0,152640
彰化縣私立探索幼兒園,彰化市,準公共化,12,129000,9600,10750,800,129000
彰化縣私立探索東谷幼兒園,和美鎮,準公共化,12,131400,9600,10950,800,131400
彰化縣私立探索辭修幼兒園,彰化市,私立,12,123600,9600,10300,800,123600
彰化縣私立教育家幼兒園,溪湖鎮,私立,12,186000,60000,15500,5000,186000
彰化縣私立文揚幼兒園,二林鎮,準公共化,12,102816,9000,8568,750,102816
彰化縣私立旗艦史丹福幼兒園,彰化市,私立,12,129600,0,10800,0,129600
彰化縣私立日光城堡幼兒園,彰化市,私立,12,191450,0,15954,0,191450
彰化縣私立日光幼兒園,大村鄉,準公共化,12,78000,9000,7834,750,94008
彰化縣私立昀銛幼兒園,彰化市,準公共化,12,96000,9000,8000,750,96000
彰化縣私立昕鉅陽幼兒園,溪湖鎮,準公共化,11,141000,0,12818,0,141000
彰化縣私立普林斯頓幼兒園,鹿港鎮,私立,12,90000,0,7500,0,90000
彰化縣私立望達福幼兒園,永靖鄉,準公共化,12,104496,9600,8708,800,104496
彰化縣私立杜威幼兒園,員林市,準公共化,12,126444,9000,10537,750,126444
彰化縣私立東亞園幼兒園,花壇鄉,準公共化,12,109056,0,9088,0,109056
彰化縣私立東森幼兒園,永靖鄉,準公共化,12,86400,9000,7200,750,86400
彰化縣私立柏克萊幼兒園,鹿港鎮,私立,12,99400,0,8283,0,99400
彰化縣私立格林幼兒園,彰化市,私立,12,131200,9600,10933,800,131200
彰化縣私立格瑞特幼兒園,彰化市,準公共化,12,88808,9000,7401,750,88808
彰化縣私立梅花幼兒園,伸港鄉,私立,12,92400,0,7700,0,92400
彰化縣私立森田國際幼兒園,伸港鄉,準公共化,12,156000,9600,13000,800,156000
彰化縣私立榮星幼兒園,田中鎮,私立,12,96000,0,8000,0,96000
彰化縣私立樂耕幼兒園,彰化市,私立,12,146000,0,12167,0,146000
彰化縣私立樂育幼兒園,員林市,準公共化,12,114432,9000,9536,750,114432
彰化縣私立樹人幼兒園,彰化市,私立,12,96000,0,8000,0,96000
彰化縣私立永育幼兒園,二林鎮,準公共化,12,124932,9600,10411,800,124932
彰化縣私立永靖安琪爾幼兒園,永靖鄉,準公共化,12,101964,9000,8497,750,101964
彰化縣私立溪湖保進幼兒園,溪湖鎮,準公共化,12,120204,9000,10017,750,120204
彰化縣私立溫徹斯特幼兒園,永靖鄉,準公共化,12,111708,9000,9309,750,111708
彰化縣私立爵諾威爾幼兒園,彰化市,私立,12,114000,0,9500,0,114000
彰化縣私立爵諾麗森幼兒園,彰化市,私立,12,109200,0,9100,0,109200
彰化縣私立牛頓幼兒園,秀水鄉,準公共化,12,113292,9600,9441,800,113292
彰化縣私立牛頓米羅幼兒園,彰化市,準公共化,12,110808,0,9234,0,110808
彰化縣私立獅子王幼兒園,埔鹽鄉,準公共化,12,128124,9600,10677,800,128124
彰化縣私立理想園幼兒園,北斗鎮,準公共化,12,130536,9000,10878,750,130536
彰化縣私立田中成長幼兒園,田中鎮,準公共化,12,96004,9000,8000,750,96004
彰化縣私立發現藝術幼兒園,和美鎮,準公共化,12,125988,9000,10499,750,125988
彰化縣私立皇家幼兒園,鹿港鎮,準公共化,12,143560,9000,11963,750,143560
彰化縣私立社頭小太陽幼兒園,社頭鄉,準公共化,12,106680,0,8890,0,106680
彰化縣私立福安幼兒園,秀水鄉,準公共化,12,132806,9000,11067,750,132806
彰化縣私立福瑞斯特國際藝術幼兒園,員林市,準公共化,12,146336,9000,12195,750,146336
彰化縣私立福興文開幼兒園,福興鄉,私立,12,100100,0,8342,0,100100
彰化縣私立種籽蒙特梭利幼兒園,員林市,私立,12,148000,12000,12333,1000,148000
彰化縣私立稻盛幼兒園,花壇鄉,準公共化,12,192000,9600,16000,800,192000
