title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
新竹縣竹北市竹北國民小學附設幼兒園,新竹縣,竹北市,公立,[302]中央路98號,(03)5544476,http://www.cbes.hcc.edu.tw/,30,無,(110),無,無,yes
新竹縣竹北市中正國民小學附設幼兒園,新竹縣,竹北市,公立,[302]中山路190號,(03)5552464#860,http://163.19.35.112/school/web/index.php,30,無,(110),無,無,yes
新竹縣竹北市立幼兒園,新竹縣,竹北市,公立,[302]嘉興路399巷6弄9號,(03)5515919#335,,40,無,(110),無,無,yes
新竹縣竹北市立幼兒園中心分班,新竹縣,竹北市,公立,[302]文山街69號,(03)5511804,,90,無,(110),無,無,yes
新竹縣竹北市立幼兒園尚義分班,新竹縣,竹北市,公立,[302]尚義街65巷58弄12號,(03)5560390,,60,無,(110),無,無,yes
新竹縣竹北市立幼兒園東海分班,新竹縣,竹北市,公立,[302]東興路一段849號,(03)5503634,,60,無,(110),無,無,yes
新竹縣竹北市立幼兒園新港分班,新竹縣,竹北市,公立,[302]新港五街1段123巷8號,(03)5563970,,30,無,(110),無,無,yes
新竹縣竹北市立幼兒園新溪分班,新竹縣,竹北市,公立,[302]中正西路1377號,(03)5563334,,20,無,(110),無,無,yes
新竹縣竹北市立幼兒園聯興分班,新竹縣,竹北市,公立,[302]新興路174號,(03)5517644,,120,無,(110),無,無,yes
新竹縣竹北市新社國民小學附設幼兒園,新竹縣,竹北市,公立,[302]新社40號,(03)6561093,http://tw.class.uschoolnet.com/class/?csid=css000000241586,30,無,(110),無,無,yes
新竹縣竹北市東興國民小學附設幼兒園,新竹縣,竹北市,公立,[302]嘉豐十一路二段100號,(03)5502120#150,,60,無,(110),無,無,yes
新竹縣竹北市興隆國民小學附設幼兒園,新竹縣,竹北市,公立,[302]文興路88-1號,(03)6681799#565,新竹縣竹北市鹿場里29鄰文興路88-1號,120,無,(110),無,無,yes
新竹縣竹北市竹仁國民小學附設幼兒園,新竹縣,竹北市,公立,[302]仁和街1號,(03)5552472#808,http://dyna2.nc.hcc.edu.tw/campus/web/index.php?wid=1324,60,無,(110),無,無,yes
新竹縣竹北市麻園國民小學附設幼兒園,新竹縣,竹北市,公立,[302]長園一街236號,(03)5563540,,30,無,(110),無,無,yes
新竹縣竹北市安興國民小學附設幼兒園,新竹縣,竹北市,公立,[302]十興路一段435號,(03)6684105#709,新竹縣竹北市十興路一段435號,120,無,(110),無,無,yes
新竹縣竹北市東海國民小學附設幼兒園,新竹縣,竹北市,公立,[302]東興路一段839號,(03)5502961#202,新竹縣竹北市東興路一段839號,60,無,(110),無,無,yes
新竹縣私立安安幼兒園,新竹縣,竹北市,私立,[302]大同街26號,(03)5527609,http://035527609.woby.com.tw,105,無,(110),無,有,yes
新竹縣私立竹科蔓幼兒園,新竹縣,竹北市,私立,[302]惟馨街87號,(03)5512573,,250,無,(110),無,無,yes
新竹縣私立哈佛幼兒園,新竹縣,竹北市,私立,[302]光明二街81巷1號,(03)5530088,http://harvard.ieschool.com.tw,240,110-112,(110),無,無,yes
新竹縣私立天聲幼兒園,新竹縣,竹北市,私立,[302]建國街75號,(03)5533533,http://tensinkg.topschool.com.tw,180,無,(110),無,有,yes
新竹縣私立嘉德琳幼兒園,新竹縣,竹北市,私立,[302]自強六街23號,(03)6673261,http://cadalin.woby.com.tw/,120,無,(110),無,有,yes
新竹縣私立薇格幼兒園,新竹縣,竹北市,私立,[302]成功三路31號,(03)5507966,http://weige-kindergarten1.woby.com.tw/,180,無,(110),無,無,yes
新竹縣私立薇楓幼兒園,新竹縣,竹北市,私立,[302]縣政十街113號,(03)5530627,http://www.disney-kindergarten.com.tw,180,無,(110),無,無,yes
新竹縣私立聖安朵幼兒園,新竹縣,竹北市,私立,[302]光明八街60號1樓,(03)5530100,http://standrews60.pixnet.net/blog,90,無,(110),無,無,yes
新竹縣私立郭淑惠幼兒園,新竹縣,竹北市,私立,[302]四維街208號,(03)5513745,http://www.5513745.idv.tw,60,110-112,(110),無,無,yes
新竹縣私立慈暉幼兒園,新竹縣,竹北市,私立,[302]中山路258號,(03)5556569,chihuei-preschool.webnode.tw/,90,無,(110),無,無,yes
新竹縣私立千蕎幼兒園,新竹縣,竹北市,私立,[302]中華路405巷15號,(03)5553892,,162,無,(110),無,有,yes
新竹縣私立金格幼兒園,新竹縣,竹北市,私立,[302]四維街177號,(03)5528087,,90,110-112,(110),無,無,yes
新竹縣私立美森堡幼兒園,新竹縣,竹北市,私立,[302]新興路10號,(03)5518403,,90,110-112,(110),無,有,yes
財團法人台灣省天主教會新竹教區附設新竹縣私立德蘭幼兒園,新竹縣,竹北市,私立,[302]福興東路一段392號,(03)5502764,derl0823652@yahoo.com.tw,90,無,(110),無,無,yes
新竹縣私立康乃薾幼兒園,新竹縣,竹北市,私立,[302]嘉勤南路158號,(03)5587752#217,http://www.korrnell.com.tw,452,無,(110),無,有,yes
新竹縣私立崇益幼兒園,新竹縣,竹北市,私立,[302]蓮花路618號,(03)5561959,,90,無,(110),無,無,yes
新竹縣私立奇果兒童森林幼兒園,新竹縣,竹北市,私立,[302]縣政十街26巷25號,(03)5513130,http://kiwischool.woby.com.tw/,63,無,(110),無,無,yes
新竹縣私立喬米幼兒園,新竹縣,竹北市,私立,[302]福興東路2段32號1-2樓,(03)6673290,http://cmkg.topschool.tw,90,無,(110),無,無,yes
新竹縣私立童園幼兒園,新竹縣,竹北市,私立,[302]文義街81號,(03)6560913,,130,無,(110),無,有,yes
新竹縣私立萊恩幼兒園,新竹縣,竹北市,私立,[302]莊敬三路130號,(03)6582345,http://lionkids.com.tw,230,無,(110),無,無,yes
新竹縣私立奇力果幼兒園,新竹縣,竹北市,私立,[302]光明九路155巷3號1樓,(03)6561212,,26,無,(110),無,無,yes
新竹縣私立紐約幼兒園,新竹縣,竹北市,私立,[302]科大一路95號,(03)5587157,,310,無,(110),無,有,yes
新竹縣私立聖堡登幼兒園,新竹縣,竹北市,私立,[302]成功七街245號,(03)5501589,035501589.woby.com.tw,60,110-112,(110),無,有,yes
新竹縣私立倢德幼兒園,新竹縣,竹北市,私立,[302]文興路一段65號1-3樓,(03)5506555,,78,110-112,(110),無,無,yes
新竹縣私立源興貝多芬幼兒園,新竹縣,竹北市,私立,[302]東海2街100號,(03)6672988,http://yuanshing.urb.com.tw,200,110-112,(110),有,有,yes
新竹縣私立薇芯幼兒園,新竹縣,竹北市,私立,[302]縣政六路28號,(03)6568658,http://disney-kindergarten4.woby.com.tw/,174,無,(110),無,無,yes
新竹縣私立薇妮幼兒園,新竹縣,竹北市,私立,[302]嘉豐六路一段53號1-3樓,(03)6586911,,210,無,(110),無,有,yes
