title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
屏東縣屏東市仁愛國民小學附設幼兒園,屏東縣,屏東市,公立,[900]仁愛路98號,(08)7361649,http://www.raps.ptc.edu.tw,120,無,(110),無,無,yes
屏東縣屏東市民和國民小學附設幼兒園,屏東縣,屏東市,公立,[900]自立路213號,(08)7216923,www.mhps.ptc.edu.tw,60,無,(110),無,無,yes
屏東縣屏東市勝利國民小學附設幼兒園,屏東縣,屏東市,公立,[900]蘭州街2號,(08)7346830#13,163.24.38.12,90,無,(110),無,無,yes
屏東縣屏東市建國國民小學附設幼兒園,屏東縣,屏東市,公立,[900]建興路36號,(08)7524665,http://www.jgps.ptc.edu.tw/kid/index.htm,76,無,(110),無,無,yes
屏東縣屏東市前進國民小學附設幼兒園,屏東縣,屏東市,公立,[900]建國路405巷100弄39號,(08)7523291#22,www.cjes.ptc.edu.tw,30,無,(110),無,無,yes
國立屏東大學附設實驗國民小學附設幼兒園,屏東縣,屏東市,公立,[900]師校巷3號,(08)7221991,http://tw.pre.urlifelinks.com/school/pttcps-ptc,60,無,(110),無,無,yes
屏東縣屏東市唐榮國民小學附設幼兒園,屏東縣,屏東市,公立,[900]中山路41號,(08)7322306#74,http:www.trps.ptc.edu.tw,60,無,(110),無,無,yes
屏東縣屏東市凌雲國民小學附設幼兒園,屏東縣,屏東市,公立,[900]光大巷61號,(08)7659025#15,http://www.lyes.ptc.edu.tw/,30,無,(110),無,無,yes
屏東縣屏東市民生國民小學附設幼兒園,屏東縣,屏東市,公立,[900]安心四橫巷139-1號,(08)7216566#81,www.msps.ptc.edu.tw,90,無,(110),無,無,yes
屏東縣屏東市公館國民小學附設幼兒園,屏東縣,屏東市,公立,[900]公華街182號,(08)7522205,www.ggps.ptc.edu.tw,90,無,(110),無,無,yes
屏東縣屏東市大同國民小學附設幼兒園,屏東縣,屏東市,公立,[900]建國路202號,(08)7524115#22,163.24.21.20,30,無,(110),無,無,yes
屏東縣私立婦友幼兒園,屏東縣,屏東市,私立,[900]豐榮街17號,(08)7363158,,80,無,(110),無,無,yes
屏東縣私立小哈佛幼兒園,屏東縣,屏東市,私立,[900]自立南路71號,(08)7552393,https://www.facebook.com/groups/235097613082/,138,110-112,(110),有,有,yes
屏東縣私立幼愛幼兒園,屏東縣,屏東市,私立,[900]民教路90號,(08)7224525,,150,110-112,(110),有,無,yes
屏東縣私立柏克萊幼兒園,屏東縣,屏東市,私立,[900]古松巷221號,(08)7664489,http://drcheng.com.tw,120,無,(110),無,有,yes
屏東縣私立超越幼兒園,屏東縣,屏東市,私立,[900]民勇路18號,(08)7238292,,57,110-112,(110),無,有,yes
屏東縣私立大同幼兒園,屏東縣,屏東市,私立,[900]大同北路71號,(08)7665380,http://site.mawebcenters.com/newworldcdc/taiwanCampus.html,150,無,(110),無,有,yes
屏東縣私立小樹苗幼兒園,屏東縣,屏東市,私立,[900]廣東路802巷48號,(08)7320956,,82,無,(110),有,無,yes
屏東縣私立正心幼兒園,屏東縣,屏東市,私立,[900]棒球路59巷33號,(08)7522175,,50,110-112,(110),無,無,yes
屏東縣私立愛彌兒幼兒園,屏東縣,屏東市,私立,[900]武立街26號,(08)7522111,,120,110-112,(110),有,無,yes
屏東縣私立中華兒童幼兒園,屏東縣,屏東市,私立,[900]機場北路288號,(08)7328633,,180,110-112,(110),有,無,yes
財團法人天主教玫瑰道明傳教修女會附設屏東縣私立道明幼兒園,屏東縣,屏東市,私立,[900]信義路159號,(08)7329951,,180,110-112,(110),無,無,yes
屏東縣私立龍華幼兒園,屏東縣,屏東市,私立,[900]公成路53號,(08)7553594,,85,110-112,(110),有,無,yes
財團法人屏東縣私立屏東友緣幼兒園,屏東縣,屏東市,私立,[900]棒球路93號,(08)7529198,,160,110-112,(110),有,無,yes
屏東縣私立美金才藝幼兒園,屏東縣,屏東市,私立,[900]信義路141-2號,(08)7325538,,150,110-112,(110),無,無,yes
屏東縣私立上以唐幼兒園,屏東縣,屏東市,私立,[900]武愛街88巷4號,(08)7534757#12,,150,無,(110),無,有,yes
屏東縣私立常春藤幼兒園,屏東縣,屏東市,私立,[900]華正路220號,(08)7373673,www.ivy-kids.com.tw,210,無,(110),無,有,yes
屏東縣私立培華幼兒園,屏東縣,屏東市,私立,[900]龍華路146巷6號,(08)7561880,,145,110-112,(110),無,有,yes
屏東縣私立學正幼兒園,屏東縣,屏東市,私立,[900]建豊路84巷8號,(08)7377758,www.jade910.idv.tw,180,無,(110),無,無,yes
