title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
新竹市香山區茄苳國民小學附設幼兒園,新竹市,新竹市,公立,[300]茄苳路57號,(03)5373543#17,,30,無,(109),無,無,no
新竹市香山區朝山國民小學附設幼兒園,新竹市,新竹市,公立,[300]中華路五段648巷126號,(03)5374304#101,http://www.csps.hc.edu.tw/cspsapple/,30,無,(109),無,無,no
國立新竹科學園區實驗高級中等學校附設幼兒園,新竹市,新竹市,公立,[300]介壽路300號,(03)5777011#370,http://web.nehs.hc.edu.tw/,180,無,(109),無,無,no
新竹市香山區香山國民小學附設幼兒園,新竹市,新竹市,公立,[300]牛埔東路二六O號,(03)5301205,,120,無,(109),無,無,no
新竹市東區東門國民小學附設幼兒園,新竹市,新竹市,公立,[300]民族路33號,(03)5251249,http://163.19.118.4/ischool/publish_page/0/,180,無,(109),無,無,no
新竹市北區西門國民小學附設幼兒園,新竹市,新竹市,公立,[300]北大路450號,(03)5248335,http://163.19.119.1/,120,無,(109),無,無,no
新竹市東區水源國民小學附設幼兒園,新竹市,新竹市,公立,[300]仰德路11號,(03)5751337#11,http//www.syps.hc.edu.tw,90,無,(109),無,無,no
新竹市東區新竹國民小學附設幼兒園,新竹市,新竹市,公立,[300]興學街106號,(03)5614560,http://tw.class.uschoolnet.com/class/?csid=css000000186946,90,無,(109),無,無,no
新竹市東區竹蓮國民小學附設幼兒園,新竹市,新竹市,公立,[300]食品路226號,(03)5223066#233,http://163.19.121.3,120,無,(109),無,無,no
新竹市香山區內湖國民小學附設幼兒園,新竹市,新竹市,公立,[300]內湖路109號,(03)5373184#620,www.nhps.hc.edu.tw,30,無,(109),無,無,no
新竹市北區民富國民小學附設幼兒園,新竹市,新竹市,公立,[300]西大路561號,(03)5263793#890,http://163.19.122.1/~kids/main.htm,150,無,(109),無,無,no
新竹市東區三民國民小學附設幼兒園,新竹市,新竹市,公立,[300]自由路66號,(03)5326345#24,http://163.19.129.10/joomla1012/,180,無,(109),無,無,no
新竹市立新竹幼兒園,新竹市,新竹市,公立,[300]西大路508號,(03)5222597,www.hckd.hc.edu.tw,210,無,(109),無,無,no
新竹市東區龍山國民小學附設幼兒園,新竹市,新竹市,公立,[300]光復路一段574號,(03)5646674,http://www3.lsps.hc.edu.tw/front/index.html#/KidIntroduction,60,無,(109),無,無,no
新竹市北區南寮國民小學附設幼兒園,新竹市,新竹市,公立,[300]東大路三段465號,(03)5363448#707,http://981010.uclass.com.tw,60,無,(109),無,無,no
新竹市香山區大庄國民小學附設幼兒園,新竹市,新竹市,公立,[300]大庄路48號,(03)5401805,https://sites.google.com/site/dazhuangguoxiaofusheyoueryuan/home,90,無,(109),無,無,no
新竹市香山區虎林國民小學附設幼兒園,新竹市,新竹市,公立,[300]延平路二段78號,(03)5398973,http://www.hlps.hc.edu.tw,90,無,(109),無,無,no
新竹市香山區頂埔國民小學附設幼兒園,新竹市,新竹市,公立,[300]頂埔路23號,(03)5386204#27,http://www.dpps.hc.edu.tw/,90,無,(109),無,無,no
新竹市香山區港南國民小學附設幼兒園,新竹市,新竹市,公立,[300]海埔路171巷91號,(03)5398089,http://95kids.tw.class.urlifelinks.com/,30,無,(109),無,無,no
新竹市東區建功國民小學附設幼兒園,新竹市,新竹市,公立,[300]建功一路104巷22號,(03)5713447#815,http://blog.yam.com/ckpskid,120,無,(109),無,無,no
新竹市香山區南隘國民小學附設幼兒園,新竹市,新竹市,公立,[300]南隘路二段31號,(03)5371405#300,http://5371405.tw.class.uschoolnet.com/,30,無,(109),無,無,no
新竹市東區關東國民小學附設幼兒園,新竹市,新竹市,公立,[300]關東路53號,(03)5775645#616,https://sites.google.com/ktps-www.hc.edu.tw/ktps-kide/,90,無,(109),無,無,no
新竹市北區舊社國民小學附設幼兒園,新竹市,新竹市,公立,[300]金竹路99號,(03)5342023#4101,http://tw.class.urlifelinks.com/class/?csid=css000000065792,90,無,(109),無,無,no
新竹市北區北門國民小學附設幼兒園,新竹市,新竹市,公立,[300]水田街33號,(03)5316668#412,,180,無,(109),無,無,no
新竹市北區載熙國民小學附設幼兒園,新竹市,新竹市,公立,[300]東大路二段386號,(03)5316675#213,http://www.thps.hc.edu.tw/dyna/menu/index.php?account=thpskid,120,無,(109),無,無,no
新竹市東區東園國民小學附設幼兒園,新竹市,新竹市,公立,[300]園後街25號,(03)5716411,http://tw.class.uschoolnet.com/class/?csid=css000000056429,120,無,(109),無,無,no
國立清華大學附設實驗國民小學附設幼兒園,新竹市,新竹市,公立,[300]四維路47號,(03)5286128#601,http://www.sctcps.hc.edu.tw/,240,無,(109),無,無,no
新竹市東區青草湖國民小學附設幼兒園,新竹市,新竹市,公立,[300]明湖路1211號,(03)5200360#2060,,90,無,(109),無,無,no
新竹市私立延平幼兒園,新竹市,新竹市,私立,[300]延平路二段246號,(03)5307869,www.ypkd.hc.edu.tw,60,無,(109),無,無,no
新竹市私立維也那書院幼兒園,新竹市,新竹市,私立,[300]建美路57、59號1-3樓,(03)5750003,,55,無,(109),無,無,no
新竹市私立福曼莎幼兒園,新竹市,新竹市,私立,[300]延平路一段214巷52號,(03)5213357,http://www.formosakid.tw/,150,無,(109),無,無,no
新竹市私立多傑幼兒園,新竹市,新竹市,私立,[300]振興路109巷12弄20號,(03)5627722,,60,無,(109),無,無,no
新竹市私立小小天地幼兒園,新竹市,新竹市,私立,[300]北新街5號,(03)5221204,littleworld1070701@gmail.com,60,無,(109),無,無,no
新竹市私立華興幼兒園,新竹市,新竹市,私立,[300]東山街22號1-2樓,(03)5714730,,69,110-112,(109),無,無,no
新竹市私立綠太陽幼兒園,新竹市,新竹市,私立,[300]海埔路177號,(03)5397168,http://greensun177.myweb.hinet.net/,135,無,(109),無,無,no
新竹市私立東方幼兒園,新竹市,新竹市,私立,[300]大庄路269號1-3樓,(03)5388043,http//035399201.woby.com.tw,140,無,(109),無,無,no
新竹市私立研田幼兒園,新竹市,新竹市,私立,[300]中山路40巷25號1、2樓,(03)5223506,,70,無,(109),無,無,no
新竹市私立天仁幼兒園,新竹市,新竹市,私立,[300]東大路三段467巷52號,(03)5367718,n5991902@gmail.com,90,無,(109),無,無,no
新竹市私立園區幼兒園,新竹市,新竹市,私立,[300]園區一路31號1樓,(03)5778298,http://kidshsip.woby.com.tw,150,無,(109),無,無,no
新竹市私立菲曼伲藝術幼兒園,新竹市,新竹市,私立,[300]東華路62號1-2樓,(03)5300199,family.urb.com.tw,156,無,(109),無,有,no
新竹市私立光復高級中學附設實驗幼兒園,新竹市,新竹市,私立,[300]光復路二段153號1-2樓,(03)5753595,http://web.kfsh.hc.edu.tw/files/11-1000-38.php,234,無,(109),有,無,no
新竹市私立菲曼伲智兒館藝術幼兒園,新竹市,新竹市,私立,[300]振興一街127號,(03)5612439,http://family.urb.tw/index.php,60,無,(109),無,無,no
新竹市私立但以理幼兒園,新竹市,新竹市,私立,[300]中華路四段46號,(03)5400805,https://daniel.topschool.tw/Home/Main,150,無,(109),無,無,no
新竹市私立荷蘭村幼兒園,新竹市,新竹市,私立,[300]武陵路175巷7號,(03)5453388,,30,無,(109),無,無,no
新竹市私立同心園幼兒園,新竹市,新竹市,私立,[300]遊樂街29巷54、56號1樓,(03)5303307,,37,110-112,(109),無,無,no
台灣積體電路製造股份有限公司職工福利委員會附設新竹市私立台積電幼兒園,新竹市,新竹市,私立,[300]科學工業區力行路25號3樓,(03)5636688#7082922,,110,無,(109),無,無,no
智邦科技股份有限公司職工福利委員會附設新竹市私立智邦幼兒園,新竹市,新竹市,私立,[300]科學園區研新三路一號,(03)5770270#3634,http://kids.accton.com.tw,40,無,(109),無,無,no
智邦科技股份有限公司職工福利委員會附設新竹市私立智邦二廠幼兒園,新竹市,新竹市,私立,[300]科學園區園區二路9號1樓,(03)5770270#3632,http://kids.accton.com.tw,60,無,(109),無,無,no
新竹市私立美滿幼兒園,新竹市,新竹市,私立,[300]光華二街80巷22弄28號1-3樓,(03)5325762,http://may.kidz.com.tw/,57,110-112,(109),有,無,no
新竹市私立源順幼兒園,新竹市,新竹市,私立,[300]光復路一段302巷13號,(03)5772359,,30,無,(109),無,無,no
新竹市私立新源興幼兒園,新竹市,新竹市,私立,[300]南大路421-1號,(03)5621556,,30,110-112,(109),無,無,no
新竹市私立晨光幼兒園,新竹市,新竹市,私立,[300]樹下街93巷13號,(03)5396010,http://www.ckkd.hc.edu.tw/,300,無,(109),無,無,no
財團法人台灣基督長老教會聖經學院附設新竹市私立仁光幼兒園,新竹市,新竹市,私立,[300]高峰路56號,(03)5217125#280,www.pbc.org.tw,240,無,(109),無,無,no
財團法人台灣省天主教會新竹教區附設新竹市私立德蘭幼兒園,新竹市,新竹市,私立,[300]北大路174號,(03)5257052,http://teresa.topschool.com.tw/,60,無,(109),無,無,no
新竹市私立童欣幼兒園,新竹市,新竹市,私立,[300]金農路42巷19號1樓,(03)5311855,www.hsin.woby.tw/,225,無,(109),無,有,no
新竹市私立幼福幼兒園,新竹市,新竹市,私立,[300]西大路643巷42號,(03)5245790,http://035245790.woby.com.tw,120,無,(109),無,無,no
新竹市私立信義幼兒園,新竹市,新竹市,私立,[300]牛埔路50號1樓,(03)5386332,http://www.5isinyi.com.tw/,70,無,(109),無,有,no
新竹市私立新莊幼兒園,新竹市,新竹市,私立,[300]新莊街252.252-1號,(03)5774106,,200,無,(109),無,無,no
新竹市私立成功幼兒園,新竹市,新竹市,私立,[300]延平路一段406巷15號,(03)5242707,http://035242707.woby.com.tw/,120,無,(109),無,有,no
新竹市私立文筑幼兒園,新竹市,新竹市,私立,[300]北大路166巷36號,(03)5333246,https://www.facebook.com/wenjwu,120,無,(109),無,無,no
