title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
高雄市新興區七賢國民小學附設幼兒園,高雄市,新興區,公立,[800]七賢一路393號,(07)2351150,,152,無,(110),無,無,yes
高雄市新興區信義國民小學附設幼兒園,高雄市,新興區,公立,[800]中正三路32號,(07)2370609,http://www.syps.kh.edu.tw/,120,無,(110),無,無,yes
高雄市新興區大同國民小學附設幼兒園,高雄市,新興區,公立,[800]大同一路231號,(07)2823039#762,,60,無,(110),無,無,yes
高雄市新興區新興國民小學附設幼兒園,高雄市,新興區,公立,[800]民生一路321號,(07)2412110#720,https://class.kh.edu.tw/24480,152,無,(110),無,無,yes
財團法人中華基督教衛理公會附設高雄市私立衛理幼兒園,高雄市,新興區,私立,[800]中山二路564號,(07)2314853,wesley.ylkc.com.tw,150,無,(110),無,有,yes
高雄市私立優群五福幼兒園,高雄市,新興區,私立,[800]民生一路1之10號,(07)2228386,高雄市新興區民生一路1-10號,102,無,(110),有,有,yes
高雄市私立華盛頓幼兒園,高雄市,新興區,私立,[800]民生一路226號1-2樓,(07)2015893,,231,110-112,(110),無,無,yes
高雄市前金區建國國民小學附設幼兒園,高雄市,前金區,公立,[801]自立二路111號,(07)2860128#727,,106,無,(110),無,無,yes
高雄市立前金幼兒園,高雄市,前金區,公立,[801]大同二路76號,(07)2211708#107,http://www.cckg.kh.edu.tw,480,無,(110),無,無,yes
高雄市私立肯特幼兒園,高雄市,前金區,私立,[801]七賢二路307號1-3樓,(07)2612115,,59,110-112,(110),有,無,yes
高雄市私立嘉安親幼兒園,高雄市,前金區,私立,[801]中正四路105之1號2樓,(07)2722321,,60,110-112,(110),無,無,yes
高雄市苓雅區四維國民小學附設幼兒園,高雄市,苓雅區,公立,[802]青年一路103號,(07)3358037,http://www.swps.kh.edu.tw/main.asp,210,無,(110),無,無,yes
高雄市苓雅區成功國民小學附設幼兒園,高雄市,苓雅區,公立,[802]華新街59號,(07)3341882#113,http://www.ckps.kh.edu.tw/,30,無,(110),無,無,yes
高雄市苓雅區苓洲國民小學附設幼兒園,高雄市,苓雅區,公立,[802]四維四路61號,(07)3351804#710,http://www.ljps.kh.edu.tw/page/index_c.htm,180,無,(110),無,無,yes
高雄市苓雅區福康國民小學附設幼兒園,高雄市,苓雅區,公立,[802]漢陽街17號,(07)7227134#717,www.fkps.kh.edu.tw,166,無,(110),無,無,yes
高雄市苓雅區福東國民小學附設幼兒園,高雄市,苓雅區,公立,[802]福德三路96號,(07)7510048#700,www.ftps.kh.edu.tw,212,無,(110),無,無,yes
高雄市苓雅區中正國民小學附設幼兒園,高雄市,苓雅區,公立,[802]輔仁路100號,(07)7225936#213,,90,無,(110),無,無,yes
高雄市苓雅區五權國民小學附設幼兒園,高雄市,苓雅區,公立,[802]三多二路100號,(07)7511074#12,http://www.wcps.kh.edu.tw,60,無,(110),無,無,yes
高雄市苓雅區凱旋國民小學附設幼兒園,高雄市,苓雅區,公立,[802]憲政路235號,(07)2248356,http://www.ksps.kh.edu.tw/,196,無,(110),無,無,yes
高雄市私立小群幼兒園,高雄市,苓雅區,私立,[802]武嶺街95號,(07)7160921,http://hsiao-chun.woby.com.tw/,90,無,(110),無,無,yes
高雄市私立樂奇幼兒園,高雄市,苓雅區,私立,[802]武嶺街28之1號,(07)7611916,http：//lucky.woby.com.tw,76,110-112,(110),無,無,yes
高雄市私立東昇幼兒園,高雄市,苓雅區,私立,[802]苓中路170之4號1、2樓,(07)3332010,http://dong-sheng.blogkids.net/,35,110-112,(110),無,無,yes
