title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
基隆市仁愛區仁愛國民小學附設幼兒園,基隆市,仁愛區,公立,[200]仁二路139號,(02)24291585#17,http://blog.xuite.net/raps.kl/blog,166,無,(110),無,無,yes
基隆市仁愛區南榮國民小學附設幼兒園,基隆市,仁愛區,公立,[200]南榮路321號,(02)24223038#60,https://www.facebook.com/nanrongps/,45,無,(110),無,無,yes
基隆市仁愛區成功國民小學附設幼兒園,基隆市,仁愛區,公立,[200]獅球路6號,(02)24313939#60,http://https://www.facebook.com/twklckeskindergarten,106,無,(110),無,無,yes
基隆市信義區信義國民小學附設幼兒園,基隆市,仁愛區,公立,[200]仁二路135號,(02)24213960#60,http://:www.syps.kl.edu.tw,60,無,(110),無,無,yes
基隆市立安心幼兒園光華分班,基隆市,仁愛區,公立,[200]成功一路131號1樓,(02)24338392,http://211.79.129.118/school/web/index.php,200,無,(110),無,無,yes
基隆市私立人愛幼兒園,基隆市,仁愛區,私立,[200]仁一路261之8號及261之1號2樓之1,(02)24286565,,87,無,(110),無,無,yes
基隆市私立維也納幼兒園,基隆市,仁愛區,私立,[200]南榮路22號2樓,(02)24270425,http://yoyokids.ebc.net.tw/yoyo/ETY013/,90,110-112,(110),無,無,yes
基隆市私立雙全幼兒園,基隆市,仁愛區,私立,[200]南榮路393巷19之1號,(02)24271420,hipage.hinet.net/swnchen,100,110-112,(110),無,無,yes
基隆市私立筌勝幼兒園,基隆市,仁愛區,私立,[200]愛五路19巷34號,(02)24269408,,35,110-112,(110),無,無,yes
基隆市南榮非營利幼兒園(委託財團法人伊甸社會福利基金會辦理),基隆市,仁愛區,非營利,[200]南榮路319巷36號,(02)24280690,,106,無,(110),無,無,yes
基隆市信義區東光國民小學附設幼兒園,基隆市,信義區,公立,[201]東信路236巷16號,(02)24650329#60,http://class.tn.edu.tw/modules/tad_web/index.php?WebID=1952,60,無,(110),無,無,yes
基隆市信義區東信國民小學附設幼兒園,基隆市,信義區,公立,[201]正信路26號,(02)24652133#60,http://www.dsps.kl.edu.tw,90,無,(110),無,無,yes
基隆市信義區中興國民小學附設幼兒園,基隆市,信義區,公立,[201]信二路40號,(02)24225038#60,http://tw.class.uschoolnet.com/class/?csid=css000000218937,60,無,(110),無,無,yes
基隆市信義區深澳國民小學附設幼兒園,基隆市,信義區,公立,[201]深澳坑路55-1號,(02)24652940#60,,152,無,(110),無,無,yes
基隆市信義區深美國民小學附設幼兒園,基隆市,信義區,公立,[201]深美街198號,(02)24654821#60,https://sites.google.com/gm.kl.edu.tw/smpskindergarten/%E9%A6%96%E9%A0%81?authuser=0,60,無,(110),無,無,yes
基隆市私立新美幼兒園,基隆市,信義區,私立,[201]深溪路41號1-4樓,(02)24663079,,36,無,(110),有,無,yes
基隆市私立道生幼兒園,基隆市,信義區,私立,[201]東光路261-17號,(02)24650077,k171x37@ns9.kl.edu.tw,150,無,(110),無,無,yes
基隆市私立柴爾德幼兒園,基隆市,信義區,私立,[201]仁一路27號3樓之1、2,(02)24255535,http://www.wretch.cc/blog/joanne0389,30,無,(110),無,無,yes
基隆市私立哈博士幼兒園,基隆市,信義區,私立,[201]深美街175號1-3樓,(02)24682222,http://hapos.ieschool.com.tw,120,無,(110),無,無,yes
財團法人天主教會台北教區基隆市私立若石幼兒園,基隆市,信義區,私立,[201]信一路66號,(02)24223485,http://joseph35.topschool.com.tw/,300,無,(110),無,無,yes
