title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
嘉義縣番路鄉大湖國民小學附設幼兒園,嘉義縣,番路鄉,公立,[602]下坪仔8號,(05)2581159,,30,無,(109),無,無,yes
嘉義縣番路鄉隙頂國民小學附設幼兒園,嘉義縣,番路鄉,公立,[602]隙頂40號,(05)2586218,http://www.sdps.cyc.edu.tw,30,無,(109),無,無,yes
嘉義縣番路鄉立番路幼兒園,嘉義縣,番路鄉,公立,[602]菜公店101之5號,(05)2590728,Http://www.fanlu.gov.tw,150,無,(109),無,無,yes
嘉義縣番路鄉黎明國民小學附設幼兒園,嘉義縣,番路鄉,公立,[602]觸口164號,(05)2591194#224,http://www.limps.cyc.edu.tw,30,無,(109),無,無,yes
嘉義縣梅山鄉立梅山幼兒園,嘉義縣,梅山鄉,公立,[603]社教路62巷30號,(05)2627788,http://meishan.topschool.com.tw/,210,無,(109),無,無,yes
嘉義縣梅山鄉梅山國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]中山路28號之1,(05)2621004,,60,無,(109),無,無,yes
嘉義縣梅山鄉大南國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]大草埔15號,(05)2626566,www.dnps.cyc.edu.tw,30,無,(109),無,無,yes
嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,嘉義縣,梅山鄉,公立,[603]柿子寮3號,(05)2621404,www.ajps.cyc.edu.tw,30,無,(109),無,無,yes
嘉義縣梅山鄉仁和國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]社前湖6號,(05)2661130,http://www.rhps.cyc.edu.tw/modules/tad_web/index.php?WebID=17/,30,無,(109),無,無,yes
嘉義縣梅山鄉太平國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]大坪4號,(05)2571042,http://tw.class.uschoolnet.com,30,無,(109),無,無,yes
嘉義縣梅山鄉太和國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]蛤里味18號,(05)2661069,http://tw.class.uschoolnet.com/class/?csid=css000000217118,30,無,(109),無,無,yes
嘉義縣梅山鄉太興國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]太興4號,(05)2571444,http://www.tses.cyc.edu.tw,30,無,(109),無,無,yes
嘉義縣梅山鄉瑞峰國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]生毛樹19號之1,(05)2501204#11,www.rfps.cyc.edu.tw,30,無,(109),無,無,yes
嘉義縣梅山鄉瑞里國民小學附設幼兒園,嘉義縣,梅山鄉,公立,[603]幼葉林112號,(05)2501020#13,,30,無,(109),無,無,yes
嘉義縣私立愛森堡幼兒園,嘉義縣,梅山鄉,私立,[603]健康街239號,(05)2627345,,120,110-112,(109),無,無,no
嘉義縣竹崎鄉中興國民小學附設幼兒園,嘉義縣,竹崎鄉,公立,[604]石棹10號之1,(05)2561021,www.cses.cyc.edu.tw,30,無,(109),無,無,yes
嘉義縣竹崎鄉內埔國民小學附設幼兒園,嘉義縣,竹崎鄉,公立,[604]元興路2號,(05)2541108#10,http://163.27.106.2,90,無,(109),無,無,yes
嘉義縣竹崎鄉光華國民小學附設幼兒園,嘉義縣,竹崎鄉,公立,[604]柑仔宅10號,(05)2561074,,30,無,(109),無,無,yes
嘉義縣竹崎鄉龍山國民小學附設幼兒園,嘉義縣,竹崎鄉,公立,[604]水道頭70號,(05)2612843#17,http://tw.pre.urlifelinks.com/school/lsps-cyc,30,無,(109),無,無,yes
嘉義縣竹崎鄉立竹崎幼兒園,嘉義縣,竹崎鄉,公立,[604]竹民路268號,(05)2111583,,390,無,(109),無,無,yes
嘉義縣竹崎鄉中和國民小學附設幼兒園,嘉義縣,竹崎鄉,公立,[604]奮起湖215號,(05)2561013,,30,無,(109),無,無,yes
嘉義縣竹崎鄉鹿滿國民小學附設幼兒園,嘉義縣,竹崎鄉,公立,[604]鹿鳴路2號,(05)2611472,,38,無,(109),無,無,yes
財團法人天主教會嘉義教區附設嘉義縣私立聖嬰幼兒園,嘉義縣,竹崎鄉,私立,[604]復興路45號,(05)2614418,http://www.sheng-ing.woby.tw/,90,110-112,(109),無,無,no
