title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
宜蘭縣宜蘭市宜蘭國民小學附設幼兒園,宜蘭縣,宜蘭市,公立,[260]崇聖街2號,(03)9322210#212,https://www.facebook.com/preschoolofyilan,136,無,(110),無,無,yes
宜蘭縣宜蘭市中山國民小學附設幼兒園,宜蘭縣,宜蘭市,公立,[260]崇聖街4號,(03)9322064#215,http://www.jses.ilc.edu.tw,136,無,(110),無,無,yes
宜蘭縣宜蘭市南屏國民小學附設幼兒園,宜蘭縣,宜蘭市,公立,[260]泰山路98號,(03)9323795#1901,https://www.facebook.com/宜蘭市南屏國小附設幼兒園-101884380167006/,106,無,(110),無,無,yes
宜蘭縣宜蘭市力行國民小學附設幼兒園,宜蘭縣,宜蘭市,公立,[260]力行路152號,(03)9322309#214,http://tw.class.uschoolnet.com/class/?csid=css000000243783,60,無,(110),無,無,yes
宜蘭縣宜蘭市凱旋國民小學附設幼兒園,宜蘭縣,宜蘭市,公立,[260]凱旋路130號,(03)9253793#305,http://www.kases.ilc.edu.tw/index.php,106,無,(110),無,無,yes
宜蘭縣宜蘭市立幼兒園,宜蘭縣,宜蘭市,公立,[260]黎明二路239號,(03)9384701,,240,無,(110),無,無,yes
宜蘭縣宜蘭市立幼兒園東園分班,宜蘭縣,宜蘭市,公立,[260]崇聖街170號,(03)9368602,,140,無,(110),無,無,yes
宜蘭縣宜蘭市立幼兒園金六結分班,宜蘭縣,宜蘭市,公立,[260]建軍路61號,(03)9353280,,150,無,(110),無,無,yes
宜蘭縣宜蘭市立幼兒園慶和分班,宜蘭縣,宜蘭市,公立,[260]慶和街慶和巷16號,(03)9362550,,90,無,(110),無,無,yes
宜蘭縣宜蘭市立幼兒園新生分班,宜蘭縣,宜蘭市,公立,[260]大福路一段243號,(03)9305758,,50,無,(110),無,無,yes
宜蘭縣私立芝蔴村國際幼兒園,宜蘭縣,宜蘭市,私立,[260]中華路233號,(03)9368768,http://sesame-9368768.topschool.com.tw,370,無,(110),有,有,yes
宜蘭縣私立康寶爾幼兒園,宜蘭縣,宜蘭市,私立,[260]中山路二段6號,(03)9310288,www.kingschool.com.tw/,230,無,(110),有,有,yes
宜蘭縣私立達文西幼兒園,宜蘭縣,宜蘭市,私立,[260]泰山路95號,(03)9363068,,280,110-112,(110),無,無,yes
宜蘭縣私立安琪卡幼兒園,宜蘭縣,宜蘭市,私立,[260]中山路五段159、161號,(03)9289199,,160,110-112,(110),有,有,yes
宜蘭縣私立加楓幼兒園,宜蘭縣,宜蘭市,私立,[260]健康路一段55巷3、5號,(03)9310949,,136,無,(110),無,無,yes
財團法人天主教宜蘭救主修女會附設宜蘭縣私立汎米亞幼兒園,宜蘭縣,宜蘭市,私立,[260]神農路二段72號,(03)9357927,,190,無,(110),無,無,yes
宜蘭縣私立安康幼兒園,宜蘭縣,宜蘭市,私立,[260]金六結路155號,(03)9323564,http://ankan.com.tw/,200,無,(110),無,無,yes
宜蘭縣私立長春藤幼兒園,宜蘭縣,宜蘭市,私立,[260]東港路二段267巷35弄3、9、11、13號,(03)9385383,,148,無,(110),無,有,yes
宜蘭縣私立何嘉仁幼兒園,宜蘭縣,宜蘭市,私立,[260]女中路三段319號,(03)9325675,,210,無,(110),無,無,yes
財團法人台灣基督長老教會宜蘭教會附設宜蘭縣私立愛育幼兒園,宜蘭縣,宜蘭市,私立,[260]新民路108號,(03)9332250,,180,無,(110),無,無,yes
宜蘭縣私立培爾傑特幼兒園,宜蘭縣,宜蘭市,私立,[260]民族路582號,(03)9321666,,100,無,(110),無,有,yes
宜蘭縣私立諾貝爾幼兒園,宜蘭縣,宜蘭市,私立,[260]農權路三段89號,(03)9327268,http://www.nobelkid.com.tw,200,110-112,(110),無,無,yes
宜蘭縣光復非營利幼兒園(委託財團法人靖娟兒童安全文教基金會辦理),宜蘭縣,宜蘭市,非營利,[260]泰山路60號,(03)9331002,http://blog.ilc.edu.tw/blog/blog/694,76,無,(110),無,無,yes
宜蘭縣頭城鎮大溪國民小學附設幼兒園,宜蘭縣,頭城鎮,公立,[261]濱海路四段250號,(03)9781187,http://140.111.153.5/kid25/,30,無,(110),無,無,yes
宜蘭縣頭城鎮竹安國民小學附設幼兒園,宜蘭縣,頭城鎮,公立,[261]頭濱路一段601號,(03)9771178#37,http://140.111.153.5/kid24/,30,無,(110),無,無,yes
