title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
南投縣南投市南投國民小學附設幼兒園,南投縣,南投市,公立,[540]彰南路一段1059號,(049)2222038#822,http://www.ntes.ntct.edu.tw,90,無,(110),無,無,yes
南投縣南投市平和國民小學附設幼兒園,南投縣,南投市,公立,[540]育樂路62號,(049)2225457,http://www.loxa.edu.tw/classweb.html?webId=32404,120,無,(110),無,無,yes
南投縣南投市漳和國民小學附設幼兒園,南投縣,南投市,公立,[540]文林路16號,(049)2224087#106,163.22.60.2,60,無,(110),無,無,yes
南投縣南投市嘉和國民小學附設幼兒園,南投縣,南投市,公立,[540]彰南路一段639巷80號,(049)2222430#117,http://163.22.142.1,30,無,(110),無,無,yes
南投縣南投市光復國民小學附設幼兒園,南投縣,南投市,公立,[540]光明一路67號,(049)2331995#21,,30,無,(110),無,無,yes
南投縣南投市光榮國民小學附設幼兒園,南投縣,南投市,公立,[540]光榮北路19號,(049)2332550#114,http://tw.class.urlifelinks.com/class/?csid=css000000033805,15,無,(110),無,無,yes
南投縣南投市光華國民小學附設幼兒園,南投縣,南投市,公立,[540]光華四路二號,(049)2317806,http://163.22.60.3/classweb/Homepage.php?teacher_id=54,60,無,(110),無,無,yes
南投縣南投市立幼兒園,南投縣,南投市,公立,[540]育樂路100號,(049)2231103,http://www.ntc.gov.tw/content/index.asp?m=1&m1=6&m2=23,240,無,(110),無,無,yes
南投縣南投市立幼兒園軍功分班,南投縣,南投市,公立,[540]軍功路140巷76號,(049)2238069,http://www.ntc.gov.tw/content/index.asp?m=1&m1=6&m2=23,45,無,(110),無,無,yes
南投縣南投市立幼兒園文山分班,南投縣,南投市,公立,[540]八卦路521-12號,(049)2292072,http://www.ntc.gov.tw/content/index.asp?m=1&m1=6&m2=23,45,無,(110),無,無,yes
南投縣南投市新豐國民小學附設幼兒園,南投縣,南投市,公立,[540]彰南路3段221號,(049)2251804,,30,無,(110),無,無,yes
南投縣南投市僑建國民小學附設幼兒園,南投縣,南投市,公立,[540]彰南路3段847號,(049)2253245,,30,無,(110),無,無,yes
南投縣南投市漳興國民小學附設幼兒園,南投縣,南投市,公立,[540]復興路669號,(049)2224013#800,,30,無,(110),無,無,yes
南投縣私立翊新華盛頓幼兒園,南投縣,南投市,私立,[540]文化路849號,(049)2247968,Washington.woby.com.tw,90,110-112,(110),無,無,yes
南投縣私立群英幼兒園,南投縣,南投市,私立,[540]袓祠路242巷38號,(049)2239697,www.wretch.cc/album/kids168,60,110-112,(110),無,無,yes
南投縣私立貝斯特幼兒園,南投縣,南投市,私立,[540]南崗一路147號,(049)2200088,http://bestnt.topschool.com.tw/,390,110-112,(110),無,無,yes
南投縣私立仁義幼兒園,南投縣,南投市,私立,[540]文化路618號,(049)2233477,,177,無,(110),無,無,yes
南投縣私立基督教大衛王幼兒園,南投縣,南投市,私立,[540]玉井街110號,(049)2232231,http://kingdavidlove.blogspot.tw/,76,110-112,(110),無,無,yes
南投縣私立益國幼兒園,南投縣,南投市,私立,[540]祖祠路350號,(049)2235278,,150,110-112,(110),無,無,yes
南投縣私立多倫多幼兒園,南投縣,南投市,私立,[540]南陽路522號,(049)2231533,toronto.myweb.hinet.net,135,無,(110),無,無,yes
南投縣私立獅子王幼兒園,南投縣,南投市,私立,[540]復興路636號,(049)2245681,,180,110-112,(110),無,無,yes
財團法人中華基督教中興新村浸信會附設南投縣私立信望愛幼兒園,南投縣,南投市,私立,[540]中正路220號,(049)2316212,http://2316212.topschool.tw,225,110-112,(110),無,無,yes
南投縣私立愛心幼兒園,南投縣,南投市,私立,[540]光興街67號,(049)2325973,http://www.iothink.com.tw,145,110-112,(110),無,無,yes
