title,city,town,type,address,tel,url,count_approved,pre_public,is_free5,is_after,penalty,has_slip
桃園市中壢區中正國民小學附設幼兒園,桃園市,中壢區,公立,[320]榮民路369號1樓至2樓,(03)4559313#168,,60,無,(110),無,無,yes
桃園市中壢區新明國民小學附設幼兒園,桃園市,中壢區,公立,[320]中央西路二段97號,(03)4911521,320桃園縣中壢市中央西路二段97號,300,無,(110),無,無,yes
桃園市中壢區自立國民小學附設幼兒園,桃園市,中壢區,公立,[320]永福路1200號,(03)4553379#31,https://sites.google.com/stu.zles.tyc.edu.tw/kinder/,120,無,(110),無,無,yes
桃園市中壢區內壢國民小學附設幼兒園,桃園市,中壢區,公立,[320]福德路20號,(03)4635888#220,,60,無,(110),無,無,yes
桃園市中壢區中壢國民小學附設幼兒園,桃園市,中壢區,公立,[320]延平路622號,(03)4227376#101,http://clps.ischool.site/,120,無,(110),無,無,yes
桃園市立中壢高鐵幼兒園,桃園市,中壢區,公立,[320]民權路三段1488號,(03)4220992,,138,無,(110),無,無,yes
桃園市立中壢高鐵幼兒園大崙分班,桃園市,中壢區,公立,[320]崇德路135號1樓至2樓,(03)4080510,,60,無,(110),無,無,yes
桃園市立中壢幼兒園六二分班,桃園市,中壢區,公立,[320]中華路1段619巷35號1樓,(03)4553650,,120,無,無,無,無,yes
桃園市立中壢高鐵幼兒園過嶺分班,桃園市,中壢區,公立,[320]雙福路9號1樓,(03)4902108,,60,無,(110),無,無,yes
桃園市中壢區普仁國民小學附設幼兒園,桃園市,中壢區,公立,[320]中山東路二段425號,(03)4563830#811,http://tw.class.uschoolnet.com/class/?csid=css000000173868,30,無,(110),無,無,yes
桃園市中壢區新街國民小學附設幼兒園,桃園市,中壢區,公立,[320]延平路176號,(03)4523202#660,,120,無,(110),無,無,yes
桃園市中壢區興仁國民小學附設幼兒園,桃園市,中壢區,公立,[320]遠東路210號,(03)4355753#711,Http://sres.tyc.edu.tw/,30,無,(110),無,無,yes
桃園市中壢區龍岡國民小學附設幼兒園,桃園市,中壢區,公立,[320]龍岡路二段232號,(03)4588582#218,,60,無,(110),無,無,yes
桃園市立中壢幼兒園,桃園市,中壢區,公立,[320]華安二路168號,(03)4560771,,210,無,(110),無,無,yes
桃園市中壢區信義國民小學附設幼兒園,桃園市,中壢區,公立,[320]成都路55號,(03)4573780#220,http://www.hyes.tyc.edu.tw/,30,無,(110),無,無,yes
桃園市中壢區華勛國民小學附設幼兒園,桃園市,中壢區,公立,[320]榮民南路205號,(03)4661587#221,,90,無,(110),無,無,yes
桃園市中壢區內定國民小學附設幼兒園,桃園市,中壢區,公立,[320]定寧路31號,(03)4524624#220,,30,無,(110),無,無,yes
桃園市中壢區興國國民小學附設幼兒園,桃園市,中壢區,公立,[320]元化路二段62號,(03)4258158#120,,60,無,(110),無,無,yes
桃園市中壢區山東國民小學附設幼兒園,桃園市,中壢區,公立,[320]山東1路39號,4981323,,30,無,(110),無,無,yes
桃園市立自強國民中學附設幼兒園,桃園市,中壢區,公立,[320]榮民路80號,(03)4553494,,60,無,(110),無,無,yes
桃園市立龍岡國民中學附設幼兒園,桃園市,中壢區,公立,[320]龍東路147號,(03)4562137#230,桃園市中壢區龍東路147號,60,無,(110),無,無,yes
桃園市中壢區忠福國民小學附設幼兒園,桃園市,中壢區,公立,[320]西園路57號,(03)4340192#910,,60,無,(110),無,無,yes
桃園市私立璞育幼兒園,桃園市,中壢區,私立,[320]元化路二段120號,(03)4251777,,193,110-112,(110),有,無,yes
桃園市私立自強種子幼兒園,桃園市,中壢區,私立,[320]環中東路16號,(03)4550756,,150,110-112,(110),無,有,yes
桃園市私立中山幼兒園,桃園市,中壢區,私立,[320]仁德街77號1-2樓,(03)4562987,建構中,30,110-112,(110),無,有,yes
桃園市私立晨光幼兒園,桃園市,中壢區,私立,[320]林森路35號,(03)4573469,http://chenkuang.blogkids.net,210,110-112,(110),無,無,yes
桃園市私立企鵝家族英國幼兒園,桃園市,中壢區,私立,[320]莊敬路195號,(03)4639811,,195,110-112,(110),無,無,yes
桃園市私立白馬蒙特梭利幼兒園,桃園市,中壢區,私立,[320]三光路158巷13號,(03)4938338,http//white-horse.topschool.com.tw,30,110-112,(110),無,無,yes
桃園市私立佳豪幼兒園,桃園市,中壢區,私立,[320]中央路88號,(03)4909966,http://www.jia-haur.com.tw,208,無,(110),無,有,yes
桃園市私立忠福幼兒園,桃園市,中壢區,私立,[320]福州一街8、8-1、8-2、8-3號,(03)4527809,,75,無,(110),無,有,yes
桃園市私立諾亞艾樂紛幼兒園,桃園市,中壢區,私立,[320]崁頂路1375號,(03)4651375,http://www.諾亞.tw,265,無,(110),無,無,yes
桃園市私立綠蒂幼兒園,桃園市,中壢區,私立,[320]華勛街476號,(03)4366868,,360,無,(110),無,無,yes
桃園市私立美奇幼兒園,桃園市,中壢區,私立,[320]成章三街92號1-2樓,(03)4558679,桃園縣中壢市成章三街92號,300,無,(110),無,無,yes
桃園市私立昱誠幼兒園,桃園市,中壢區,私立,[320]長春二路80、82號1-2樓、86號2樓,(03)4334111,,168,無,(110),有,有,yes
桃園市私立大自然幼兒園,桃園市,中壢區,私立,[320]華安三路10號,(03)4365111,www.dahtzyhran.com.tw,300,110-112,(110),有,無,yes
桃園市私立恩碩幼兒園,桃園市,中壢區,私立,[320]育英路57號,(03)4625151,http://www.yasou.com.tw/,150,無,(110),無,有,yes
桃園市私立貝多芬幼兒園,桃園市,中壢區,私立,[320]福星六街8、10號1-2樓,(03)4629219,,153,110-112,(110),無,有,yes
桃園市私立瑞恩帝兒環中幼兒園,桃園市,中壢區,私立,[320]新中北路558號,(03)4355555,Http://reindeer.com.tw,480,無,(110),無,無,yes
桃園市私立華盛頓幼兒園,桃園市,中壢區,私立,[320]環中東路二段729號,(03)4682008,,210,無,(110),有,有,yes
桃園市私立吉尼爾歌德幼兒園,桃園市,中壢區,私立,[320]高鐵南路5段538巷100號,(03)4900333,http://www.genial.com.tw/,415,無,(110),有,無,yes
桃園市私立綠光長頸鹿幼兒園,桃園市,中壢區,私立,[320]龍昌路156號1-2樓,(03)4388366,,285,無,(110),無,無,yes
桃園市私立田園幼兒園,桃園市,中壢區,私立,[320]東芝路76號1-3樓,(03)4222007,,340,無,(110),無,有,yes
桃園市私立巧宜幼兒園,桃園市,中壢區,私立,[320]新中北路508號,(03)4629375,桃園市中壢區新中北路508號,104,無,(110),無,有,yes
桃園市私立芝蔴村幼兒園,桃園市,中壢區,私立,[320]成章四街90號1~3樓,(03)4523688,http://www.abcsesame.com.tw,119,無,(110),有,無,yes
桃園市私立幼幼幼兒園,桃園市,中壢區,私立,[320]珠江街45號,(03)4574696,,60,110-112,(110),無,無,yes
桃園市私立宏欣幼兒園,桃園市,中壢區,私立,[320]中央西路二段150巷19、21號1樓,(03)4911036,,53,無,(110),無,無,yes
桃園市私立聖堡登幼兒園,桃園市,中壢區,私立,[320]環中東路二段829號,(03)4591060,桃園市中壢區環中東路二段829號,616,無,(110),無,有,yes
桃園市私立燈塔幼兒園,桃園市,中壢區,私立,[320]金山二街22號1-2樓,(03)4283455,,100,無,(110),無,無,yes
桃園市私立米淇蒙特梭利幼兒園,桃園市,中壢區,私立,[320]杭州路33號1-2樓,(03)4564521,,60,110-112,(110),無,無,yes
桃園市私立順德幼兒園,桃園市,中壢區,私立,[320]新生路3段23號1-3樓、25號1-2樓,(03)4532234,http://www.325.com.tw,67,110-112,(110),有,有,yes
桃園市私立愛寶兒幼兒園,桃園市,中壢區,私立,[320]嘉興街88號1-2樓,(03)4163366,,180,110-112,(110),無,無,yes
桃園市私立安琪兒幼兒園,桃園市,中壢區,私立,[320]環西路二段253號地下1樓、1-2樓,(03)4918696,http://www.kidscity.com.tw/angelkids,50,110-112,(110),無,無,yes
桃園市私立福星寶貝幼兒園,桃園市,中壢區,私立,[320]福州一街99號1-2樓,(03)4521045,,105,110-112,(110),無,無,yes
桃園市私立原明欣幼兒園,桃園市,中壢區,私立,[320]仁慈路310-1號1-3樓,(03)4564601,,520,110-112,(110),無,無,yes
桃園市私立盈采幼兒園,桃園市,中壢區,私立,[320]龍和三街168號1-2樓,(03)4666618,http://win-try.topschool.com.tw/Parten/X999_U/Page2_1.asp?SC=SC2011111814D1,360,無,(110),無,無,yes
桃園市私立中壢工業區聯合幼兒園,桃園市,中壢區,私立,[320]西園路51號1-2樓,(03)4343000,http://www.lianherschool.woby.tw/,190,110-112,(110),無,無,yes
桃園市私立福曼珊幼兒園,桃園市,中壢區,私立,[320]正泰街16、18號1-2樓,(03)4926268,,210,無,(110),有,無,yes
桃園市私立一心幼兒園,桃園市,中壢區,私立,[320]忠孝路282巷13弄2號,(03)4551351,http://isn.topschool.com.tw,45,無,(110),無,有,yes
桃園市私立千千幼兒園,桃園市,中壢區,私立,[320]龍岡路一段159巷11號,(03)4589565,http://www.chan-chan.com.tw/,210,110-112,(110),無,無,yes
桃園市私立綠豆幼兒園,桃園市,中壢區,私立,[320]仁美四街8號,(03)4666767,http://descar.topschool.com.tw,180,無,(110),有,無,yes
桃園市私立環愛幼兒園,桃園市,中壢區,私立,[320]普忠路248號,(03)4637000,,90,110-112,(110),無,無,yes
桃園市私立長堤幼兒園,桃園市,中壢區,私立,[320]普義路149號1-2樓,(03)4517345,,100,無,(110),無,有,yes
桃園市私立汎迪爾幼兒園,桃園市,中壢區,私立,[320]新中北路565號,(03)4356885,http://frontier.topschool.com.tw,150,無,(110),無,有,yes
桃園市私立乖乖幼兒園,桃園市,中壢區,私立,[320]內定二街139巷121弄5、7號,(03)4557237,http://4557237.blogkids.net/,90,無,(110),無,無,yes
桃園市私立國鼎幼兒園,桃園市,中壢區,私立,[320]中豐路49巷18弄17號,(03)4250598,http://guoding.topschool.com.tw,265,無,(110),無,有,yes
桃園市私立慈幼幼兒園,桃園市,中壢區,私立,[320]衡陽街1號1-2樓,(03)4592376,http://www.chu.edu.tw/~b09322017/ciyou/,40,無,(110),無,有,yes
桃園市私立國恩幼兒園,桃園市,中壢區,私立,[320]福星六街20號,(03)4612326,http://pre.ieschool.com.tw,66,110-112,(110),無,無,yes
桃園市私立青暉幼兒園,桃園市,中壢區,私立,[320]民族路五段475號1-4樓,(03)4206681,,80,無,(110),有,有,yes
桃園市私立百合精緻幼兒園,桃園市,中壢區,私立,[320]廣州路128號1-2樓,(03)4685958,,233,無,(110),有,有,yes
桃園市私立瑞智蒙特梭利幼兒園,桃園市,中壢區,私立,[320]中華路一段644巷40、42號1樓,(03)4616999,,49,無,(110),無,無,yes
日月光集團聯合職工福利委員會附設桃園市私立同心園幼兒園,桃園市,中壢區,私立,[320]中華路一段550號,(03)4620636,,130,無,(110),無,無,yes
國立中央大學附設桃園市私立幼兒園,桃園市,中壢區,私立,[320]中大新村26號1樓,(03)4227151#58026,http://in.ncu.edu.tw/ncu8026/,85,110-112,(110),無,無,yes
桃園市私立小草幼兒園,桃園市,中壢區,私立,[320]中山東路三段427號1-2樓,(03)4665023,http://mep.blogkids.net/,80,110-112,(110),無,有,yes
桃園市私立星球幼兒園,桃園市,中壢區,私立,[320]榮民南路192、196、196-1號,(03)4668594,http://global.topschool.com.tw/,240,無,(110),無,有,yes
桃園市私立立人幼兒園,桃園市,中壢區,私立,[320]後寮二路142號,(03)4569021,,60,無,(110),無,有,yes
桃園市私立何智仁幼兒園,桃園市,中壢區,私立,[320]內定20街205巷2號,(03)4532277,,90,無,(110),無,無,yes
桃園市私立新自強種子幼兒園,桃園市,中壢區,私立,[320]強國路11巷1號1-2樓、3號1-2樓、5號2樓,(03)4550756,,90,110-112,(110),無,無,yes
桃園市私立愛比幼兒園,桃園市,中壢區,私立,[320]中大路55號1-3樓,(03)4227700,,257,無,(110),有,有,yes
桃園市私立禾碩幼兒園,桃園市,中壢區,私立,[320]南園二路97號1-2樓,(03)4628796,http://www.yasou.com.tw/,50,無,(110),無,有,yes
桃園市私立親子學園幼兒園,桃園市,中壢區,私立,[320]福德路116號1-2樓,(03)4557111,,63,無,(110),無,有,yes
桃園市私立洛德蒙特梭利幼兒園,桃園市,中壢區,私立,[320]白馬莊117號1樓,(03)4938338,,30,110-112,(110),無,無,yes
桃園市私立婕瑪幼兒園,桃園市,中壢區,私立,[320]福星六街70號1-2樓,(03)4625915,,60,無,(110),無,有,yes
桃園市私立興國幼兒園,桃園市,中壢區,私立,[320]新生路三段245號1樓至3樓,(03)4531055,,300,無,(110),有,無,yes
桃園市私立崇皓幼兒園,桃園市,中壢區,私立,[320]中大路150巷123、125、127號,(03)4229819,,360,無,(110),有,有,yes
桃園市私立奧爾堡幼兒園,桃園市,中壢區,私立,[320]雙福路145-1號,(03)4901008,,124,無,(110),無,無,yes
桃園市私立金琜恩幼兒園,桃園市,中壢區,私立,[320]龍川九街168號,(03)4658666,http://huacheng.topschool.com.tw/,416,無,(110),有,有,yes
桃園市私立幸福日光幼兒園,桃園市,中壢區,私立,[320]元生三街99號,(03)4341099,,196,無,(110),無,無,yes
桃園市私立綠光幼兒園,桃園市,中壢區,私立,[320]榮民南路556號,(03)4650799,,436,無,(110),無,無,yes
桃園市私立創意家幼兒園,桃園市,中壢區,私立,[320]永福路769號,(03)4351682,,660,110-112,(110),無,無,yes
桃園市私立愛玩美幼兒園,桃園市,中壢區,私立,[320]後興路一段258號,(03)4368000,,330,無,(110),無,無,yes
桃園市私立格林青埔幼兒園,桃園市,中壢區,私立,[320]新生路三段519號,(03)4532228,,534,無,(110),無,無,yes
桃園市私立双得幼兒園,桃園市,中壢區,私立,[320]文化路410號、412號,(03)4522808,,308,無,無,無,無,yes
桃園市內壢非營利幼兒園(委託財團法人三之三生命教育基金會辦理),桃園市,中壢區,非營利,[320]長春三路2號2樓至3樓,(03)4512323,,350,無,(110),無,無,yes
南亞科技學校財團法人南亞技術學院附設桃園市私立龍興非營利幼兒園(桃園市政府委託辦理),桃園市,中壢區,非營利,[320]龍勇路100號1樓,(03)4573641#20,,90,無,(110),無,無,yes
桃園市月眉非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),桃園市,中壢區,非營利,[320]月眉路一段50號,(03)4982189,,90,無,(110),無,無,yes
桃園市六二非營利幼兒園(委託社團法人臺灣亞洲學前教育培訓協會辦理),桃園市,中壢區,非營利,[320]永福路1166號,(03)4623306,,136,無,(110),無,無,yes
桃園市過嶺非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),桃園市,中壢區,非營利,[320]松智路6號,(03)4207720,,150,無,(110),無,無,yes
桃園市平鎮區義興國民小學附設幼兒園,桃園市,平鎮區,公立,[324]義興街五十五號,(03)4916263#10,,30,無,(110),無,無,yes
桃園市平鎮區宋屋國民小學附設幼兒園,桃園市,平鎮區,公立,[324]延平路二段389號,(03)4933654#121,http://www.swes.tyc.edu.tw/dyna/menu/index.php?account=sweskid,90,無,(110),無,無,yes
桃園市平鎮區南勢國民小學附設幼兒園,桃園市,平鎮區,公立,[324]中豐路南勢2段223號,(03)4393724#220,,60,無,(110),無,無,yes
桃園市平鎮區忠貞國民小學附設幼兒園,桃園市,平鎮區,公立,[324]龍南路315號,(03)4503729#10,http://tw.class.uschoolnet.com/class/?csid=css000000120057,120,無,(110),無,無,yes
桃園市平鎮區東安國民小學附設幼兒園,桃園市,平鎮區,公立,[324]平東路136號,(03)4509571#612,https://sites.google.com/view/donganpreschool/,90,無,(110),無,無,yes
桃園市平鎮區東勢國民小學附設幼兒園,桃園市,平鎮區,公立,[324]平東路一段185號,(03)4504034#613,http://blog.yam.com/dses216,30,無,(110),無,無,yes
桃園市立平鎮幼兒園,桃園市,平鎮區,公立,[324]振平街155號,(03)4682270,,180,無,(110),無,無,yes
桃園市立平鎮幼兒園紹豐分班,桃園市,平鎮區,公立,[324]湧光路110號,(03)4695491,,60,無,(110),無,無,yes
桃園市立平鎮幼兒園義民分班,桃園市,平鎮區,公立,[324]復旦路2段115號1樓至2樓,(03)4935571,,180,無,(110),無,無,yes
桃園市立平鎮幼兒園南勢分班,桃園市,平鎮區,公立,[324]南安路93號,(03)4392998,,100,無,(110),無,無,yes
桃園市立平鎮幼兒園東勢分班,桃園市,平鎮區,公立,[324]金陵路5段57號,(03)4501544,,95,無,(110),無,無,yes
桃園市立平鎮幼兒園平鎮分班,桃園市,平鎮區,公立,[324]新光路3段186號,(03)4393660,,60,無,(110),無,無,yes
桃園市平鎮區北勢國民小學附設幼兒園,桃園市,平鎮區,公立,[324]金陵路2段330號,(03)4586472#620,,60,無,(110),無,無,yes
桃園市平鎮區祥安國民小學附設幼兒園,桃園市,平鎮區,公立,[324]湧安路45號,(03)4192135#650,,60,無,(110),無,無,yes
