point,area,type,months,total1,total2,monthly1,monthly2,total3
台灣積體電路製造股份有限公司職工福利委員會附設新竹市私立台積電幼兒園,新竹市,私立,12,150000,42000,12500,3500,150000
國立清華大學附設實驗國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
康橋學校財團法人新竹市康橋國民中小學附設新竹市私立康橋幼兒園,新竹市,私立,9,333200,0,37022,0,333200
新竹市北區北門國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市北區南寮國民小學附設幼兒園,新竹市,公立,10,36800,200,3680,20,36800
新竹市北區民富國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市北區舊社國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市北區西門國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市北區載熙國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市南寮非營利幼兒園(委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理),新竹市,非營利,12,0,0,8349,0,100188
新竹市建華非營利幼兒園（委託社團法人新竹市教保人員協會辦理）,新竹市,非營利,12,0,0,7864,0,94368
新竹市新科非營利幼兒園（委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,0,0,8675,0,104100
新竹市東區三民國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區建功國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區新竹國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區東園國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區東門國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區水源國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區竹蓮國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區關東國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區青草湖國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市東區龍山國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市福林非營利幼兒園(委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,0,0,7880,0,94560
新竹市私立丹尼爾幼兒園,新竹市,私立,12,168000,48000,14000,4000,168000
新竹市私立丹尼爾關東幼兒園,新竹市,私立,12,168000,48000,14000,4000,168000
新竹市私立丹帝萊恩幼兒園,新竹市,準公共化,12,136000,60000,11333,5000,136000
新竹市私立但以理幼兒園,新竹市,準公共化,12,163000,48000,13583,4000,163000
新竹市私立何嘉仁東園幼兒園,新竹市,私立,12,200060,24000,16672,2000,200060
新竹市私立佳佳大自然幼兒園,新竹市,準公共化,12,150000,24000,12500,2000,150000
新竹市私立信義幼兒園,新竹市,私立,12,100000,0,8333,0,100000
新竹市私立傑恩幼兒園,新竹市,私立,12,192880,100800,16073,8400,192880
新竹市私立光復高級中學附設實驗幼兒園,新竹市,私立,12,168312,38400,14026,3200,168312
新竹市私立加米幼兒園,新竹市,私立,10,139000,50000,13900,5000,139000
新竹市私立勁寶兒向日葵幼兒園,新竹市,私立,12,192000,12000,16000,1000,192000
新竹市私立南瓜田國際幼兒園,新竹市,私立,10,235000,60000,23500,6000,235000
新竹市私立南瓜田幼兒園,新竹市,私立,10,225000,60000,22500,6000,225000
新竹市私立博玉幼兒園,新竹市,私立,12,152000,0,12667,0,152000
新竹市私立及幼幼兒園,新竹市,私立,12,190528,36000,15877,3000,190528
新竹市私立史丹佛幼兒園,新竹市,私立,10,296000,0,29600,0,296000
新竹市私立史丹佛竹科幼兒園,新竹市,私立,10,296000,0,29600,0,296000
新竹市私立同信幼兒園,新竹市,私立,12,168000,72000,14000,6000,168000
新竹市私立同心園幼兒園,新竹市,準公共化,12,121336,24000,10111,2000,121336
新竹市私立喬太幼兒園,新竹市,準公共化,12,136784,9000,11399,750,136784
新竹市私立喬治叔叔幼兒園,新竹市,私立,12,114000,0,9500,0,114000
新竹市私立嘉德琳幼兒園,新竹市,私立,10,210000,30000,21000,3000,210000
新竹市私立嘉德琳關埔幼兒園,新竹市,私立,10,250000,30000,25000,3000,250000
新竹市私立園區幼兒園,新竹市,私立,12,157200,39600,13100,3300,157200
新竹市私立園田嘉幼兒園,新竹市,私立,10,151000,0,15100,0,151000
新竹市私立塏欣幼兒園,新竹市,私立,10,123642,10000,12364,1000,123642
新竹市私立夏哲森幼兒園,新竹市,私立,10,245000,0,24500,0,245000
新竹市私立夏綠蒂幼兒園,新竹市,私立,10,142000,44000,14200,4400,142000
新竹市私立多傑幼兒園,新竹市,私立,12,144000,0,12000,0,144000
新竹市私立大樹幼兒園,新竹市,準公共化,12,153760,42000,12813,3500,153760
新竹市私立天仁幼兒園,新竹市,私立,12,132000,27600,11000,2300,132000
新竹市私立天天幼兒園,新竹市,私立,12,120000,0,10000,0,120000
新竹市私立天福幼兒園,新竹市,私立,10,159000,0,15900,0,159000
新竹市私立奇德爾幼兒園,新竹市,準公共化,12,115752,18000,9646,1500,115752
新竹市私立婕之寶幼兒園,新竹市,私立,12,166000,24000,13833,2000,166000
新竹市私立孟格爾幼兒園,新竹市,準公共化,12,168000,18000,14000,1500,168000
新竹市私立安地卡幼兒園,新竹市,準公共化,12,198200,26400,16517,2200,198200
新竹市私立安琪園幼兒園,新竹市,準公共化,12,142000,0,11833,0,142000
新竹市私立小小天地幼兒園,新竹市,私立,10,138000,0,13800,0,138000
新竹市私立帝堡幼兒園,新竹市,準公共化,12,162000,50400,13500,4200,162000
新竹市私立幼福幼兒園,新竹市,私立,10,103000,35000,10300,3500,103000
新竹市私立延平幼兒園,新竹市,私立,10,191000,88000,19100,8800,191000
新竹市私立弋果幼兒園,新竹市,私立,12,160000,108000,13333,9000,160000
新竹市私立德溫幼兒園,新竹市,準公共化,12,155800,36000,12983,3000,155800
新竹市私立快樂地幼兒園,新竹市,私立,12,90600,40200,7550,3350,90600
新竹市私立意頓幼兒園,新竹市,私立,12,180000,30000,15000,2500,180000
新竹市私立慈恩幼兒園,新竹市,準公共化,12,130720,42000,10893,3500,130720
新竹市私立慈耕幼兒園,新竹市,準公共化,12,145720,36000,12143,3000,145720
新竹市私立成功幼兒園,新竹市,私立,10,127000,22000,12700,2200,127000
新竹市私立文筑幼兒園,新竹市,準公共化,10,136000,22000,13600,2200,136000
新竹市私立文華幼兒園,新竹市,準公共化,12,153760,42000,12813,3500,153760
新竹市私立新儒林幼兒園,新竹市,準公共化,12,145120,12000,12093,1000,145120
新竹市私立新悅成幼兒園,新竹市,準公共化,12,131320,26400,10943,2200,131320
新竹市私立新源興幼兒園,新竹市,準公共化,12,132000,18000,11000,1500,132000
新竹市私立新莊幼兒園,新竹市,私立,10,153000,40000,15300,4000,153000
新竹市私立新華興幼兒園,新竹市,準公共化,12,110000,24000,9167,2000,110000
新竹市私立新華興東區幼兒園,新竹市,準公共化,12,126260,24000,10522,2000,126260
新竹市私立星安幼兒園,新竹市,私立,10,225000,46000,22500,4600,225000
新竹市私立晨光幼兒園,新竹市,私立,10,124200,44000,12420,4400,124200
新竹市私立普利斯堡幼兒園,新竹市,私立,10,169400,0,16940,0,169400
新竹市私立東方幼兒園,新竹市,私立,12,126800,12000,10567,1000,126800
新竹市私立果果幼兒園,新竹市,私立,12,124000,0,10333,0,124000
新竹市私立森林王國幼兒園,新竹市,私立,12,144000,0,12000,0,144000
新竹市私立森森幼兒園,新竹市,準公共化,12,113952,9000,9496,750,113952
新竹市私立橙長幼兒園,新竹市,準公共化,12,170200,36000,14183,3000,170200
新竹市私立檸檬樹幼兒園,新竹市,私立,12,280000,105600,23333,8800,280000
新竹市私立正大幼兒園,新竹市,準公共化,12,133884,9000,11157,750,133884
新竹市私立源順幼兒園,新竹市,私立,12,112000,72000,9333,6000,112000
新竹市私立漢聲幼兒園,新竹市,私立,10,150600,66000,15060,6600,150600
新竹市私立熊麻吉幼兒園,新竹市,私立,12,180000,36000,15000,3000,180000
新竹市私立理想圓幼兒園,新竹市,私立,12,225000,52800,18750,4400,225000
新竹市私立田心庄幼兒園,新竹市,準公共化,12,136000,24000,11333,2000,136000
新竹市私立皇家幼兒園,新竹市,準公共化,10,118000,25000,11800,2500,118000
新竹市私立研田幼兒園,新竹市,私立,12,210000,79200,17500,6600,210000
新竹市私立研田科園幼兒園,新竹市,私立,12,214000,79200,17833,6600,214000
新竹市私立福曼莎幼兒園,新竹市,私立,12,143600,60000,11967,5000,143600
新竹市私立禾果幼兒園,新竹市,私立,12,163000,82800,13583,6900,163000
新竹市私立立人幼兒園,新竹市,私立,12,98208,0,8184,0,98208
新竹市私立童欣幼兒園,新竹市,私立,12,126000,0,10500,0,126000
新竹市私立米羅幼兒園,新竹市,私立,12,232186,24000,19349,2000,232186
新竹市私立米羅關埔幼兒園,新竹市,私立,11,303800,22000,27618,2000,303800
新竹市私立紐約國際幼兒園,新竹市,私立,12,298000,36000,24833,3000,298000
新竹市私立紐約幼兒園,新竹市,私立,10,192000,10000,19200,1000,192000
新竹市私立紐約竹科幼兒園,新竹市,私立,10,192000,10000,19200,1000,192000
新竹市私立綠太陽幼兒園,新竹市,私立,10,86000,0,8600,0,86000
新竹市私立維也那書院幼兒園,新竹市,私立,12,186000,0,15500,0,186000
新竹市私立維肯幼兒園,新竹市,私立,12,204000,55200,17000,4600,204000
新竹市私立美加幼兒園,新竹市,私立,12,135600,0,11300,0,135600
新竹市私立美滿幼兒園,新竹市,準公共化,12,128880,9000,10740,750,128880
新竹市私立聖保羅幼兒園,新竹市,私立,10,145000,35000,14500,3500,145000
新竹市私立聖奇幼兒園,新竹市,私立,12,197760,82800,16480,6900,197760
新竹市私立聖奧得幼兒園,新竹市,準公共化,12,113200,0,9433,0,113200
新竹市私立育昇幼兒園,新竹市,私立,12,133200,0,11100,0,133200
新竹市私立艾丁堡國際幼兒園,新竹市,私立,12,292000,43200,24333,3600,292000
新竹市私立艾丁堡幼兒園,新竹市,私立,10,178000,0,17800,0,178000
新竹市私立艾唯兒幼兒園,新竹市,準公共化,12,192000,48000,16000,4000,192000
新竹市私立茱蒂園幼兒園,新竹市,私立,12,181200,43200,15100,3600,181200
新竹市私立荷蘭村幼兒園,新竹市,準公共化,12,120000,0,10000,0,120000
新竹市私立華德幼兒園,新竹市,私立,12,153600,79200,12800,6600,153600
新竹市私立華興幼兒園,新竹市,準公共化,12,132200,25800,11017,2150,132200
新竹市私立菲曼伲智兒館藝術幼兒園,新竹市,私立,10,132800,10000,13280,1000,132800
新竹市私立菲曼伲藝術幼兒園,新竹市,私立,10,180500,88000,18050,8800,180500
新竹市私立蒙特梭利幼兒園,新竹市,準公共化,12,172600,48000,14383,4000,172600
新竹市私立蒲公英幼兒園,新竹市,準公共化,12,136000,60000,11333,5000,136000
新竹市私立蒲公英精實幼兒園,新竹市,準公共化,12,130400,18000,10867,1500,130400
新竹市私立薇閣幼兒園,新竹市,準公共化,10,109000,5000,10900,500,109000
新竹市私立親仁實驗幼兒園,新竹市,私立,10,147220,30000,14722,3000,147220
新竹市私立親仁科園幼兒園,新竹市,私立,10,180000,30000,18000,3000,180000
新竹市私立親親寶貝幼兒園,新竹市,準公共化,12,156000,9000,13000,750,156000
新竹市私立諾貝兒幼兒園,新竹市,私立,12,154000,42000,12833,3500,154000
新竹市私立貞彥幼兒園,新竹市,私立,12,150000,0,12500,0,150000
新竹市私立閑谷幼兒園,新竹市,準公共化,12,122760,31200,10230,2600,122760
新竹市私立阿迪克幼兒園,新竹市,私立,12,156000,72000,13000,6000,156000
新竹市私立陽光森林幼兒園,新竹市,準公共化,12,158880,36000,13240,3000,158880
新竹市私立鴻光幼兒園,新竹市,準公共化,12,159000,18000,13250,1500,159000
新竹市私立鵝媽媽幼兒園,新竹市,準公共化,12,172000,105600,14333,8800,172000
新竹市私立黎明幼兒園,新竹市,私立,12,220000,0,18333,0,220000
新竹市立新竹幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市華德福非營利幼兒園(委託社團法人新竹人智哲學發展學會辦理),新竹市,非營利,12,0,0,8171,0,98052
新竹市關埔非營利幼兒園(委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,0,0,8269,0,99228
新竹市陽光非營利幼兒園（委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,0,0,8331,0,99972
新竹市香山區內湖國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市香山區南隘國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市香山區大庄國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市香山區朝山國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市香山區港南國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市香山區茄苳國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市香山區虎林國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市香山區頂埔國民小學附設幼兒園,新竹市,公立,10,36800,200,3680,20,36800
新竹市香山區香山國民小學附設幼兒園,新竹市,公立,10,36800,0,3680,0,36800
新竹市高峰非營利幼兒園(委託社團法人新竹市教保人員協會辦理),新竹市,非營利,12,0,0,9245,0,110940
智邦科技股份有限公司職工福利委員會附設新竹市私立智邦二廠幼兒園,新竹市,私立,12,153600,52800,12800,4400,153600
智邦科技股份有限公司職工福利委員會附設新竹市私立智邦幼兒園,新竹市,私立,12,153600,52800,12800,4400,153600
牧德科技股份有限公司職工福利委員會附設新竹市私立牧德幼兒園,新竹市,私立,12,174000,0,14500,0,174000
聯發科技股份有限公司職工福利委員會附設新竹市私立聯發科技幼兒園,新竹市,私立,12,240000,96000,20000,8000,240000
財團法人信誼基金會附設新竹市私立光明幼兒園,新竹市,私立,9,92200,27000,10244,3000,92200
財團法人台灣基督長老教會聖經學院附設新竹市私立仁光幼兒園,新竹市,私立,12,168652,14400,14054,1200,168652
財團法人台灣省天主教會新竹教區附設新竹市私立德蘭幼兒園,新竹市,私立,12,136000,15000,11333,1250,136000
財團法人台灣省天主教會新竹教區附設新竹市私立聖家幼兒園,新竹市,私立,10,128800,7000,12880,700,128800
財團法人天主教耶穌會附設新竹市私立震旦幼兒園,新竹市,私立,10,101900,0,10190,0,101900
財團法人新竹市私立新竹仁愛兒童之家附設新竹市私立仁愛幼兒園,新竹市,準公共化,12,79200,0,7600,0,91200
