reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
新北府教幼字第1041548680萬里0004之3號,九十北府社兒字第094167號,1970/01/01,新北市立萬里幼兒園,鍾綺芬,新北市,萬里區,公立,[207]瑪鋉路221號2樓,2樓,"1,111平方公尺",781.6平方公尺,,(02)24921670,https://wanlipreschool.blogspot.com/,105,,無,,無,無,yes
新北府教幼字第1111673680萬里0001之6號,八四北府教三字第321125號,1995/08/31,新北市萬里區萬里國民小學附設幼兒園,余昆旺,新北市,萬里區,公立,[207]瑪鋉路18號,1樓、2樓,"1,508平方公尺",539平方公尺,969平方公尺,(02)24922034#60,https://www.wlps.ntpc.edu.tw/index.php,106,,無,,無,無,yes
新北府教幼字第1080003599萬里0002之4號,八六北府教三字第352915號,1997/09/17,新北市萬里區大鵬國民小學附設幼兒園,許聰顯,新北市,萬里區,公立,[207]萬里加投14號,1樓,360平方公尺,270平方公尺,90平方公尺,(02)24988131#37,,30,,無,,無,無,yes
新北府教幼字第1131157759萬里0003之2號,北教幼字第0970938494號,1985/12/27,新北市萬里區野柳國民小學附設幼兒園,邱華璋,新北市,萬里區,公立,[207]港東路167號,1樓,492平方公尺,222平方公尺,270平方公尺,(02)24922512#18,https://sites.google.com/a/ylps.ntpc.edu.tw/yelu18/,30,,無,,無,無,yes
新北府教幼字第1080003599萬里0005之2號,北府教幼字第1012312799號,2012/08/01,新北市萬里區大坪國民小學附設幼兒園,石啓宏,新北市,萬里區,公立,[207]大坪路1號,1樓,"2,540.51平方公尺",378.51平方公尺,"2,162平方公尺",(02)24929461#71,http://dpkg.weebly.com/,30,,無,,無,無,yes
北府教幼字第1011259620萬里0005號,八八北府社四字第88303288號,1999/08/11,新北市私立大鵬幼兒園,陳建平,新北市,萬里區,私立,[207]萬里加投70之3號1、2樓,1-2,"4,948平方公尺",325平方公尺,"4,623平方公尺",(02)24980811,,216,"		",113-115,,無,無,yes
北府教幼字第1011259620萬里0007號,八九北府社兒字第89406782號,2000/10/13,新北市私立天心幼兒園,王德鏗,新北市,萬里區,私立,[207]瑪鋉下街17號1、2樓,1-2F,181.22平方公尺,115.6平方公尺,65.62平方公尺,(02)24922742,tian.shin2742@gmail.com,50,"		",113-115,,無,無,yes
新北府教幼字字第1131157759金山0002之4號,八六北府教三字第343821號,1997/09/10,新北市金山區三和國民小學附設幼兒園,王蘭芝,新北市,金山區,公立,[208]六股林口38號,1樓,260平方公尺,114平方公尺,146平方公尺,(02)24080417#15,新北市金山區三和國民小學附設幼兒園(粉絲專頁),30,,無,,無,無,yes
新北府教幼字第1051530921號,八六北府教三字第343814號,1997/09/11,新北市金山區中角國民小學附設幼兒園,朱聖雯,新北市,金山區,公立,[208]海興路49號,1樓,261平方公尺,171平方公尺,90平方公尺,(02)24986498,https://www.jjps.ntpc.edu.tw/p/412-1000-761.php,30,,無,,無,無,yes
新北府教幼字第1131157759金山0004之5號,八八北府教三字第334865號,1999/09/02,新北市金山區金美國民小學附設幼兒園,陳癸伶,新北市,金山區,公立,[208]忠孝一路111號,1樓,"1,981平方公尺",658平方公尺,"1,323平方公尺",(02)24986503#704,http://tw.class.uschoolnet.com/class/?csid=css000000157328,76,,無,,無,無,yes
新北府教幼字第1131157759金山0001之4號,八二北府教二字第411859號,1993/11/10,新北市金山區金山國民小學附設幼兒園,楊智先,新北市,金山區,公立,[208]中山路234號,1樓,"12,500.5平方公尺",558.5平方公尺,"11,942平方公尺",(02)24981125#301,http://163.20.84.65/,106,,無,,無,無,yes
新北府教幼字第1131157759金山0008號,新北府教幼字第1131507574號,2024/08/01,新北市金山區金山國民小學附設幼兒園美田分班,,新北市,金山區,公立,[208]中山路236號,1樓,355.31平方公尺,190.31平方公尺,165平方公尺,(02)24981125#301,,55,,無,,無,無,yes
新北府教幼字第1080003599金山0007之3號,72北府教二字第057735號,1983/03/16,財團法人天主教聖母聖心會附設新北市私立天仁幼兒園,洪山川,新北市,金山區,私立,[208]中正路25號1樓,1,"1,885平方公尺",343平方公尺,"1,542平方公尺",(02)24982423,http:www.kjftw.org.tw/school19/,60,,113-115,,無,有,yes
新北府教幼字第1080003599號,75北府教二字第126496號,1986/04/23,新北市板橋區莒光國民小學附設幼兒園,林義祥,新北市,板橋區,公立,[220]莒光路163號,1樓,850平方公尺,490平方公尺,360平方公尺,(02)82597020,http://www.jges.ntpc.edu.tw/,120,,無,,無,無,yes
新北府教幼字第1131157759板橋0080之4號,84北府教三字第333342號,1995/09/11,新北市板橋區後埔國民小學附設幼兒園,黃清海,新北市,板橋區,公立,[220]重慶路157號,1樓、2樓,"1,339平方公尺",480平方公尺,859平方公尺,(02)29614142#862,https://sites.google.com/hpes.ntpc.edu.tw/hpes,120,,無,,無,無,yes
新北府教幼字第1080003599板橋0076之4號,88北府教三字第359736號,1999/09/20,新北市立忠孝國民中學附設幼兒園,陳秀標,新北市,板橋區,公立,[220]重慶路168號,1樓、2樓,"1,914.5平方公尺",607.5平方公尺,"1,307平方公尺",(02)29631350#600,www.chjs.tpc.edu.tw/11/eteam/index.htm,120,,無,,無,無,yes
