reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教特字第1090156795號,府教特字第09400810730號,2005/06/09,花蓮縣花蓮市國福國民小學附設幼兒園,梅媛媛,花蓮縣,花蓮市,公立,[970]福光街277巷1號,1,201.375平方公尺,156.375平方公尺,45平方公尺,(03)8561395#101,,30,,無,,無,無,yes
府教特字第1120175626號,府教國字第16631號,1974/03/31,花蓮縣花蓮市忠孝國民小學附設幼兒園,紀忠呈,花蓮縣,花蓮市,公立,[970]中華路298號,,,,,(03)8351218#101,,60,,無,,無,無,yes
府教特字第1110120629號,府教國字第09400847620號,2005/06/22,花蓮縣花蓮市中原國民小學附設幼兒園,干仁賢,花蓮縣,花蓮市,公立,[970]中原路531號,"1,2樓","1,547.75平方公尺","1,232.75平方公尺",315平方公尺,(03)8333547#200,http://www.cyps.hlc.edu.tw/,105,,無,,無,無,yes
府教特字第1120175626號,府教國字第10999號,1975/07/14,花蓮縣花蓮市明義國民小學附設幼兒園,許傳德,花蓮縣,花蓮市,公立,[970]建林街163之1號,1樓、2樓、3樓,"19,686.12平方公尺","2,979.48平方公尺","16,706.64平方公尺",(03)8351063,,210,,無,,無,無,yes
府教特字第1060168246號,府教國字第79850號,1974/12/28,花蓮縣花蓮市明禮國民小學附設幼兒園,蕭美珍,花蓮縣,花蓮市,公立,[970]中正路596號,,,,,(03)8339200#208,210.240.69.4,120,,無,,無,無,yes
府教特字第1110178784號,府教國字第41270號,1979/06/27,花蓮縣花蓮市信義國民小學附設幼兒園,楊文廷,花蓮縣,花蓮市,公立,[970]信義街1號,1樓,225平方公尺,135平方公尺,90平方公尺,(03)8331163#219,http://tw.class.uschoolnet.com/class/?csid=css000000124807,30,,無,,無,無,yes
府教特字第1110150671號,府教國字第6957號,1977/10/27,花蓮縣花蓮市中華國民小學附設幼兒園,江政如,花蓮縣,花蓮市,公立,[970]國盛二街22號,1,337.5平方公尺,202.5平方公尺,135平方公尺,(03)8324308#611,,90,,無,,無,無,yes
府教特字第1100182632號,府教國字第59245號,1976/09/23,花蓮縣花蓮市北濱國民小學附設幼兒園,羅彣玢,花蓮縣,花蓮市,公立,[970]北濱街113號,1樓,226.95平方公尺,136.95平方公尺,90平方公尺,(03)8324093#17,,30,,無,,無,無,yes
府教特字第1120048284號,府社婦字第0980163402號,1996/05/07,花蓮縣花蓮市立幼兒園,魏嘉彥,花蓮縣,花蓮市,公立,[970]和平路705號,1樓和2樓,"3,187.79平方公尺","2,135.96平方公尺","1,051.83平方公尺",(03)8320245,,330,,無,,無,無,yes
府教特字第1070049973號,叄玖丑東教計字第1678號,1950/02/01,國立東華大學附設實驗國民小學附設幼兒園,鮑明鈞,花蓮縣,花蓮市,公立,[970]民權九街10號,1樓,"1,077.08平方公尺",426.14平方公尺,650.94平方公尺,(03)8222344#360,,60,,無,,無,無,yes
府教特字第1100182632號,八十二府教國字第080021號,1993/07/28,花蓮縣花蓮市鑄強國民小學附設幼兒園,孫東志,花蓮縣,花蓮市,公立,[970]永興路20號,1樓,480.99平方公尺,345.99平方公尺,135平方公尺,(03)8223787,http://210.240.104.4/hujlan/kids/index.htm,60,,無,,無,無,yes
府教特字第1090132380號,府教特字第1020157387號,2013/09/30,花蓮縣花蓮市明恥國民小學附設幼兒園,陳俊仁,花蓮縣,花蓮市,公立,[970]中興路41號,1樓,503.495平方公尺,377.57平方公尺,125.925平方公尺,(03)8222231#151,花蓮市中興路41號,90,,無,,無,無,yes
府教特字第1080226097號,府教特字第1020157387號,2013/09/30,花蓮縣花蓮市明廉國民小學附設幼兒園,方智明,花蓮縣,花蓮市,公立,[970]中山路903號,1樓,"57,696平方公尺","25,896平方公尺",318平方公尺,(03)8569088#18,,106,,無,,無,無,yes
府教特字第1100019359號,府教特字第1100019359號,2021/02/01,花蓮縣花蓮市復興國民小學附設幼兒園,楊琇惠,花蓮縣,花蓮市,公立,[970]府前路682號,,,,,(03)8223208#28,http://www.fshps.hlc.edu.tw/index.php,30,,無,,無,無,yes
府教特字第11101412658號,府教特字第11101412658號,2022/07/22,花蓮縣花蓮市中正國民小學附設幼兒園,李國明,花蓮縣,花蓮市,公立,[970]中正路210號,1樓,257.56平方公尺,167.56平方公尺,90平方公尺,(03)8322819#180,https://www.czps.hlc.edu.tw/,30,,無,,無,無,yes
府教特字字第1080073361號,府教特字第09501477960號,2006/10/05,花蓮縣私立小樹幼兒園,葉雲忠,花蓮縣,花蓮市,私立,[970]國盛二街27號,1樓、2樓、3樓,975.76平方公尺,544.94平方公尺,430.82平方公尺,(03)8345306,http://a83053a2000.myweb.hinet.net,105,,110-112,,無,無,yes
府教特字第1010019004號,(86)府社福字第101387號,1999/08/28,花蓮縣私立小天地幼兒園,胡財源,花蓮縣,花蓮市,私立,[970]長春路53號及55號,1樓、2樓、3樓、1~3F;1F/2F,307.972平方公尺,245.367平方公尺,62.605平方公尺,(03)8344683,,65,,110-112,,有，人數：15,無,yes
府教特字第1050062495號,74府民社證字第033號,2005/05/06,花蓮縣私立佳姿幼兒園,林禕帆,花蓮縣,花蓮市,私立,[970]三民街82之6號,,,,,(03)8331212,,238,"		",110-112,,有，人數：88,無,yes
府教特字第1010061812號,府教國字第76036號,1983/10/07,花蓮縣私立妙賢幼兒園,劉玉虹,花蓮縣,花蓮市,私立,[970]節約街1號,1樓,"2,502.3平方公尺",260.97平方公尺,"2,241.33平方公尺",(03)8361939,,90,"		",110-112,,無,無,yes
府教特字第1010067236號,(88)府社福字第096178號,2006/11/02,花蓮縣私立快樂寶貝園幼兒園,陳惠仁,花蓮縣,花蓮市,私立,[970]忠義1街28號,1樓,101.12平方公尺,61.71平方公尺,39.41平方公尺,(03)8237779,,26,,110-112,,無,有,yes
府教特字第1080073360號,(89)府社婦字第065268號,1990/06/28,花蓮縣私立迦南美地幼兒園,蔡志堅,花蓮縣,花蓮市,私立,[970]民權7街12號,1樓,101.01平方公尺,59.43平方公尺,41.58平方公尺,(03)8234965,,45,,110-112,,無,有,yes
府教特字第1050143235號,府社婦字第09400090450號,2005/01/21,花蓮縣私立何嘉仁幼兒園,武榮財,花蓮縣,花蓮市,私立,[970]博愛街272號1樓,1,311.49平方公尺,201.49平方公尺,110平方公尺,(03)8362795,www.hess.com.tw,89,"		",無,,無,無,yes
府教特字第1010066980號,府社婦字第09100801360號,2002/08/12,花蓮縣私立熊熊森林幼兒園,曹湘玲,花蓮縣,花蓮市,私立,[970]永興路82號,2樓,286.8072平方公尺,128.3072平方公尺,158.5平方公尺,(03)8228760,,80,,110-112,,無,無,yes
府教特字第1010070719號,府社婦字第09401772080號,2005/12/13,花蓮縣私立爾雅之家蒙特梭利幼兒園,潘思妤,花蓮縣,花蓮市,私立,[970]富裕五街90號,1樓、2樓、3樓,418.43平方公尺,272.53平方公尺,145.9平方公尺,(03)8466698,,119,,110-112,,無,有,yes
府教特字第1010113763號,府社婦字第09400297110號,2005/03/03,花蓮縣私立恩典幼兒園,劉祝冠,花蓮縣,花蓮市,私立,[970]民權8街5號,1~3樓,467.93平方公尺,296.28平方公尺,171.65平方公尺,(03)8232158,,133,,110-112,,無,無,yes
府教特字第1010122026號,府教國字第89737號,2000/08/24,花蓮縣私立吳甦樂幼兒園,陳海雯,花蓮縣,花蓮市,私立,[970]國富20街6號,,,,,(03)8461291,,150,"		",110-112,,無,無,yes
府教特字第1010122374號,府教國字第78116號,1985/09/17,財團法人天主教會花蓮教區附設花蓮縣私立明德幼兒園,,花蓮縣,花蓮市,私立,[970]中美路168號,1,"3,423平方公尺",293.48平方公尺,"3,129.52平方公尺",(03)8222670,,90,,110-112,,無,無,yes
府教特字第1050027682號,府教國字第052470號,2000/05/26,花蓮縣私立三立芳幼兒園,劉祝冠,花蓮縣,花蓮市,私立,[970]順興路28號,1樓,"2,581.62平方公尺",381.01平方公尺,"2,200.61平方公尺",(03)8239909,,165,"		",110-112,,無,無,yes
府教特字第1060184099號,教國字第09100103750號,2002/07/26,慈濟學校財團法人慈濟大學附屬高級中學附設花蓮縣私立幼兒園,李玲惠,花蓮縣,花蓮市,私立,[970]介仁街178號,,,,,(03)8578819#351,http://www.tces.hlc.edu.tw,180,,無,,無,無,yes
