reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教幼字第1110180912號,府教國字第004596號,1997/01/11,嘉義縣番路鄉大湖國民小學附設幼兒園,李奕龍,嘉義縣,番路鄉,公立,[602]下坪仔8號,1樓,"1,890平方公尺",90平方公尺,"1,800平方公尺",(05)2581159,,30,,無,,無,無,yes
府教特字第1070174523號,府教國字第63037號,1987/08/31,嘉義縣番路鄉隙頂國民小學附設幼兒園,陳瑞賢,嘉義縣,番路鄉,公立,[602]隙頂40號,1,"1,665平方公尺",146平方公尺,"1,519平方公尺",(05)2586218,,30,,無,,無,無,yes
府教幼字第11200168556號,府人一字第43192號,1995/04/25,嘉義縣番路鄉立番路幼兒園,蕭博勝,嘉義縣,番路鄉,公立,[602]菜公店101之5號,一樓至三樓,"2,231.04平方公尺",950.77平方公尺,"1,280.27平方公尺",(05)2590728,Http://www.fanlu.gov.tw,150,"		",無,,無,無,yes
府教特字第1050114591號,府教特字第1050018215號,2016/08/01,嘉義縣番路鄉黎明國民小學附設幼兒園,邱廣興,嘉義縣,番路鄉,公立,[602]觸口164號,1樓,190平方公尺,94平方公尺,96平方公尺,(05)2591194#224,http://www.limps.cyc.edu.tw,30,,無,,無,無,yes
府教特字第1080023933號,考台銓法四字第1944477號,2000/09/11,嘉義縣梅山鄉立梅山幼兒園,林俊謀,嘉義縣,梅山鄉,公立,[603]社教路62巷30號,地上2層,"3,419.46平方公尺","1,585.03平方公尺","1,834.43平方公尺",(05)2627788,http://meishan.topschool.com.tw/,210,"		",無,,無,無,yes
府教幼字第1110281002號,府教國字第75457號,1987/10/15,嘉義縣梅山鄉梅山國民小學附設幼兒園,林金枝,嘉義縣,梅山鄉,公立,[603]中山路28號之1,1樓,"1,260平方公尺",260平方公尺,"1,000平方公尺",(05)2620220,,68,,無,,無,無,yes
府教特字第1070174550號,府教國字第45671號,1997/04/18,嘉義縣梅山鄉大南國民小學附設幼兒園,謝世達,嘉義縣,梅山鄉,公立,[603]大草埔15號,1樓,650平方公尺,150平方公尺,500平方公尺,(05)2621253#31,www.dnps.cyc.edu.tw,30,,無,,無,無,yes
府教特字第1070174550號,府教國字第36503號,1981/05/27,嘉義縣梅山鄉大南國民小學附設幼兒園安靖分班,,嘉義縣,梅山鄉,公立,[603]柿子寮3號,1樓,"3,625平方公尺",125平方公尺,"2,542平方公尺",(05)2621404,www.ajps.cyc.edu.tw,30,,無,,無,無,yes
府教幼字第1120237982號,府教特字第0960090819號,2007/06/23,嘉義縣梅山鄉仁和國民小學附設幼兒園,曾炫鈞,嘉義縣,梅山鄉,公立,[603]社前湖6號,1,302平方公尺,62平方公尺,240平方公尺,(05)2661130,,30,,無,,無,無,yes
府教幼字第1120274283號,府教幼字第1120274283號,2023/08/14,嘉義縣梅山鄉仁和國民小學附設幼兒園太和分班,,嘉義縣,梅山鄉,公立,[603]蛤里味18號,,,,,(05)2661069,https://www.thps.cyc.edu.tw/,30,,無,,無,無,yes
