reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教幼字第1110214513號,府教特字第1000012702號,2011/01/24,桃園市中壢區中正國民小學附設幼兒園,許梅珍,桃園市,中壢區,公立,[320]榮民路369號1樓至2樓,,,,,(03)4559313#168,,90,,無,,無,無,yes
府教幼字第1110223380號,83府教國字第187571號,1994/05/28,桃園市中壢區新明國民小學附設幼兒園,姜智惠,桃園市,中壢區,公立,[320]中央西路二段97號,1~2樓,"1,239平方公尺",661平方公尺,578平方公尺,(03)4911521,320桃園縣中壢市中央西路二段97號,316,,無,,無,無,yes
府教幼字第1120231193號,桃府教國字第100823號,1973/12/28,桃園市中壢區自立國民小學附設幼兒園,游文志,桃園市,中壢區,公立,[320]永福路1200號,3,"3,738.65平方公尺","2,290.51平方公尺","1,448.14平方公尺",(03)4553379#31,https://sites.google.com/stu.zles.tyc.edu.tw/kinder/,120,,無,,無,無,yes
府教幼字第1110221744號,府教特字第1000012702號,2011/01/24,桃園市中壢區內壢國民小學附設幼兒園,魏吉宏,桃園市,中壢區,公立,[320]福德路20號,1,970平方公尺,470平方公尺,500平方公尺,(03)4635888#220,,120,,無,,無,無,yes
府教幼字第1120243803號,84府教國字第233675號,1995/10/17,桃園市中壢區中壢國民小學附設幼兒園,楊文森,桃園市,中壢區,公立,[320]延平路622號,,,,,(03)4227376#101,http://clps.ischool.site/,198,,無,,無,無,yes
府教幼字第1120226723號,府社兒字第1000543003號,2002/09/01,桃園市立中壢高鐵幼兒園,余佩玲,桃園市,中壢區,公立,[320]民權路三段1488號,,,,,(03)4220992,,138,,無,,無,無,yes
府教幼字第1120226723號,府社兒字第1000513898號,1996/08/01,桃園市立中壢高鐵幼兒園大崙分班,,桃園市,中壢區,公立,[320]崇德路135號1樓至2樓,2樓,"1,363.29平方公尺",917.61平方公尺,194.93平方公尺,(03)4080510,,60,,無,,無,無,yes
府教幼字第1120226723號,府社兒字第1000543124號,1980/07/01,桃園市立中壢高鐵幼兒園過嶺分班,,桃園市,中壢區,公立,[320]雙福路9號1樓,1樓,228.645平方公尺,228.645平方公尺,,(03)4902108,,60,,無,,無,無,yes
府教幼字第1060199090號,府教幼字第1010190590號,2012/08/01,桃園市中壢區普仁國民小學附設幼兒園,陳淑珍,桃園市,中壢區,公立,[320]中山東路二段425號,1,480平方公尺,150平方公尺,330平方公尺,(03)4563830#811,http://tw.class.uschoolnet.com/class/?csid=css000000173868,30,,無,,無,無,yes
府教幼字第1090207238號,府教幼字第1010190615號,2012/08/01,桃園市中壢區新街國民小學附設幼兒園,張明侃,桃園市,中壢區,公立,[320]延平路176號,1樓,570平方公尺,220平方公尺,350平方公尺,(03)4523202#660,,120,,無,,無,無,yes
府教幼字第1060192135號,府教幼字第1020206534號,2013/08/22,桃園市中壢區興仁國民小學附設幼兒園,吳玉琦,桃園市,中壢區,公立,[320]遠東路210號,1,191.81平方公尺,101.81平方公尺,90平方公尺,(03)4355753#711,Http://sres.tyc.edu.tw/,30,,無,,無,無,yes
府教幼字第1060206489號,府教幼字第1020206539號,2013/08/22,桃園市中壢區龍岡國民小學附設幼兒園,何泰昇,桃園市,中壢區,公立,[320]龍岡路二段232號,2,210平方公尺,120平方公尺,90平方公尺,(03)4588582#218,,60,,無,,無,無,yes
府教幼字第1120224236號,府教幼字第1030084081號,2014/04/15,桃園市立中壢幼兒園,徐錦玉,桃園市,中壢區,公立,[320]華安二路168號,,,,,(03)4560771,,210,,無,,無,無,yes
府教幼字第1050203975號,府教幼字第1030184796號,2014/08/01,桃園市中壢區信義國民小學附設幼兒園,梁慧佳,桃園市,中壢區,公立,[320]成都路55號,1,263.1平方公尺,129.6平方公尺,133.5平方公尺,(03)4573780#220,http://www.hyes.tyc.edu.tw/,30,,無,,無,無,yes
府教幼字第1120253344號,府教幼字第1040200959號,2015/08/01,桃園市中壢區華勛國民小學附設幼兒園,游淑珍,桃園市,中壢區,公立,[320]榮民南路205號,,,,,(03)4661587#221,,120,,無,,無,無,yes
府教幼字第1090223445號,府教幼字第1060181495號,2017/08/01,桃園市中壢區內定國民小學附設幼兒園,張彩雲,桃園市,中壢區,公立,[320]定寧路31號,,,,,(03)4524624#220,,30,,無,,無,無,yes
府教幼字第1110214541號,府教幼字第1070187474號,2018/08/01,桃園市中壢區興國國民小學附設幼兒園,林芷婕,桃園市,中壢區,公立,[320]元化路二段62號,1樓,405平方公尺,225平方公尺,180平方公尺,(03)4258158#120,http://www.sgps.tyc.edu.tw/xoop/xoops/html/,120,,無,,無,無,yes
府教幼字第1110226471號,府教幼字第1080189690號,2019/08/01,桃園市中壢區山東國民小學附設幼兒園,劉文忠,桃園市,中壢區,公立,[320]山東1路39號,,,,,(03)4981323,,30,,無,,無,無,yes
府教幼字第1110238181號,府教幼字第1080189692號,2019/08/01,桃園市立自強國民中學附設幼兒園,詹昭棣,桃園市,中壢區,公立,[320]榮民路80號,,,,,(03)4553494#716,,60,,無,,無,無,yes
府教幼字第1080189698號,府教幼字第1080189698號,2019/08/01,桃園市立龍岡國民中學附設幼兒園,梁忠三,桃園市,中壢區,公立,[320]龍東路147號,1樓,452.2平方公尺,226.1平方公尺,226.1平方公尺,(03)4562137#230,桃園市中壢區龍東路147號,60,,無,,無,無,yes
府教幼字第1090222002號,府教幼字第1090191901號,2020/08/01,桃園市中壢區忠福國民小學附設幼兒園,羅明訓,桃園市,中壢區,公立,[320]西園路57號,,,,,(03)4340192#910,,60,,無,,無,無,yes
府教幼字第1110207748號,府教幼字第1110207748號,2022/08/01,桃園市中壢區中原國民小學附設幼兒園,黃木姻,桃園市,中壢區,公立,[320]中北路88號,,,,,(03)4388200#7910,,30,,無,,無,無,yes
府教幼字第1110207660號,府教幼字第1110207660號,2022/08/01,桃園市中壢區青埔國民小學附設幼兒園,李安邦,桃園市,中壢區,公立,[320]青埔路二段122號,,,,,(03)2873531#901,,166,,無,,無,無,yes
府教幼字第1060042640號,府社婦字第0930194031號,2004/07/29,桃園市私立璞育幼兒園,彭淑珍,桃園市,中壢區,私立,[320]元化路二段120號,三層樓,234.16平方公尺,176.59平方公尺,57.57平方公尺,(03)4251777,,193,"		",110-112,,有，人數：12,有,yes
府教幼字第1040024589號,七三府教學字第52821號,1984/05/07,桃園市私立自強種子幼兒園,徐茂山,桃園市,中壢區,私立,[320]環中東路16號,1樓至2樓,"1,090.09平方公尺",345.4平方公尺,744.69平方公尺,(03)4550756,,150,,110-112,,無,有,yes
府教幼字第1040027423號,府社福字第110500號,1982/09/10,桃園市私立中山幼兒園,黃秀霞,桃園市,中壢區,私立,[320]仁德街77號1-2樓,1樓至2樓,306.23平方公尺,118.9平方公尺,187.33平方公尺,(03)4562987,建構中,30,,110-112,,無,有,yes
府教幼字第1040039804號,70府教國字第00879號,1981/01/12,桃園市私立晨光幼兒園,陳清鴻,桃園市,中壢區,私立,[320]林森路35號,1樓至2樓,"2,270平方公尺","1,550平方公尺",720平方公尺,(03)4573469,http://chenkuang.blogkids.net,210,"		",110-112,,無,有,yes
府教幼字第1040027703號,90府教特字第124657號,2001/06/28,桃園市私立企鵝家族英國幼兒園,鍾燕章,桃園市,中壢區,私立,[320]莊敬路195號,1,746.16平方公尺,206.16平方公尺,540平方公尺,(03)4639811,,195,"		",110-112,,無,無,yes
府教幼字第1080032788號,76府教學字第65190號,1987/05/14,桃園市私立白馬蒙特梭利幼兒園,曾柔榛,桃園市,中壢區,私立,[320]三光路158巷13號,1,180平方公尺,60平方公尺,120平方公尺,(03)4938338,http//white-horse.topschool.com.tw,30,,110-112,,無,無,yes
