reg_no,reg_docno,reg_date,title,owner,city,town,type,address,floor,size,size_in,size_out,tel,url,count_approved,shuttle,pre_public,is_free5,is_after,penalty,has_slip
府教特字第1100136815號,府教特字第0980025047號,1989/08/01,宜蘭縣宜蘭市宜蘭國民小學附設幼兒園,楊顯欽,宜蘭縣,宜蘭市,公立,[260]崇聖街2號,1樓,"3,260.96平方公尺",950.96平方公尺,"2,310平方公尺",(03)9322210#212,https://www.facebook.com/preschoolofyilan,136,,無,,無,無,yes
府教特字第1100134713號,府教特字第0980023037號,1989/08/01,宜蘭縣宜蘭市中山國民小學附設幼兒園,劉文勝,宜蘭縣,宜蘭市,公立,[260]崇聖街4號,1樓,"2,264.1平方公尺",764.1平方公尺,"1,500平方公尺",(03)9322064#213,http://www.jses.ilc.edu.tw,136,,無,,無,無,yes
府教特字第1110138875號,府教特字第0980033361號,1989/08/01,宜蘭縣宜蘭市南屏國民小學附設幼兒園,夏明義,宜蘭縣,宜蘭市,公立,[260]泰山路98號,1樓、2樓,"1,998平方公尺",551平方公尺,"1,447平方公尺",(03)9323795#1901,https://www.facebook.com/宜蘭市南屏國小附設幼兒園-101884380167006/,114,,無,,無,無,yes
府教特字第1110131319號,府教特字第0980024532號,1989/08/01,宜蘭縣宜蘭市力行國民小學附設幼兒園,陳宜秀,宜蘭縣,宜蘭市,公立,[260]力行路152號,1樓,"1,245.61平方公尺",403.61平方公尺,842平方公尺,(03)9322309#214,http://tw.class.uschoolnet.com/class/?csid=css000000243783,106,,無,,無,無,yes
府教特字第1110138571號,77教四字第02141號,1988/03/18,宜蘭縣宜蘭市凱旋國民小學附設幼兒園,陳銘俊,宜蘭縣,宜蘭市,公立,[260]凱旋路130號,1樓、2樓,"2,070平方公尺","1,170平方公尺",900平方公尺,(03)9252142,http://www.kases.ilc.edu.tw/index.php,152,,無,,無,無,yes
府教特字第1040176819號,府社兒婦字第0990059786號,1996/04/05,宜蘭縣宜蘭市立幼兒園,江聰淵,宜蘭縣,宜蘭市,公立,[260]黎明二路239號,1樓,"3,713平方公尺",813平方公尺,"2,900平方公尺",(03)9384701,https://www.ilancity.gov.tw/link.asp,240,,無,,無,無,yes
府教特字第1040176819號,府社兒婦字第0990059786號,1996/04/05,宜蘭縣宜蘭市立幼兒園東園分班,,宜蘭縣,宜蘭市,公立,[260]崇聖街170號,1樓、2樓、3樓,840平方公尺,470平方公尺,370平方公尺,(03)9368602,https://www.ilancity.gov.tw/link.asp,140,,無,,無,無,yes
府教特字第1040176819號,府社兒婦字第0990059786號,1996/04/05,宜蘭縣宜蘭市立幼兒園金六結分班,,宜蘭縣,宜蘭市,公立,[260]建軍路61號,1樓、2樓,"3,357平方公尺",812平方公尺,"2,545平方公尺",(03)9353280,https://www.ilancity.gov.tw/link.asp,150,,無,,無,無,yes
府教特字第1040024744號,府社兒婦字第0990059786號,1996/04/05,宜蘭縣宜蘭市立幼兒園新生分班,,宜蘭縣,宜蘭市,公立,[260]大福路一段243號,1樓,"1,295平方公尺",205平方公尺,"1,090平方公尺",(03)9305758,https://www.ilancity.gov.tw/link.asp,50,,無,,無,無,yes
府教特字第1030080998號,（93）府社福字第0930119408號,2004/09/21,宜蘭縣私立芝蔴村國際幼兒園,陳邦禎,宜蘭縣,宜蘭市,私立,[260]中華路233號,1.2.3.樓,"2,212平方公尺",900平方公尺,"1,312平方公尺",(03)9368768,http://sesame-9368768.topschool.com.tw,370,"		",111-112,,有，人數：120,有,yes
府教特字第1100105919號,府社福字第85030號,1999/07/28,宜蘭縣私立康寶爾幼兒園,林麗玲,宜蘭縣,宜蘭市,私立,[260]中山路二段6號,1樓、2樓,"2,524平方公尺","1,224平方公尺","1,300平方公尺",(03)9310288,http://king2.topschool.tw,230,"		",110-112,,有，人數：45,有,yes
府教特字第1020106107號,(88)府社福字第67577號,1999/06/14,宜蘭縣私立達文西幼兒園,郭淑娟,宜蘭縣,宜蘭市,私立,[260]泰山路95號,1樓、2樓、3樓,"2,367.34平方公尺",880.19平方公尺,"1,487.15平方公尺",(03)9363068,,280,"		",110-112,,無,無,yes
府教特字第1010043222號,府社福字第0930124762號,2004/10/04,宜蘭縣私立安琪卡幼兒園,林鈺璉,宜蘭縣,宜蘭市,私立,[260]中山路五段159、161號,1-3F,"1,046平方公尺",452平方公尺,594平方公尺,(03)9289199,,160,"		",110-112,,有，人數：30,有,yes
府教特字第110008165號,88府教國字第83863號,1999/07/26,宜蘭縣私立加楓幼兒園,邱瑞蒙,宜蘭縣,宜蘭市,私立,[260]健康路一段55巷3、5號,,,,,(03)9310949,,132,"		",無,,無,無,yes
府教特字第1080089001號,宜府教國字第30635號,1961/07/19,財團法人天主教宜蘭救主修女會附設宜蘭縣私立汎米亞幼兒園,,宜蘭縣,宜蘭市,私立,[260]神農路二段72號,1,"3,734平方公尺",926.5平方公尺,"2,807.5平方公尺",(03)9357927,,190,"		",無,,無,無,yes
府教特字第1070150976號,71府社福字第65928號,1982/09/27,宜蘭縣私立安康幼兒園,吳松輝,宜蘭縣,宜蘭市,私立,[260]金六結路155號,1樓,"5,812.5平方公尺","1,270.94平方公尺","4,541.56平方公尺",(03)9323564,http://ankan.com.tw/,200,"		",無,,無,無,yes
府教特字第1090043291號,府社福字第16966號,1988/03/21,宜蘭縣私立長春藤幼兒園,廖恒毅,宜蘭縣,宜蘭市,私立,[260]東港路二段267巷35弄3、9、11、13號,1-2,674平方公尺,376平方公尺,298平方公尺,(03)9385383,,148,"		",無,,無,有,yes
